method,n,delta,seed,epoch,changed_rels,violated_rels,total_ms,build_ms,solve_ms,verified
cpsat_hint,600,0.02,46,6,31,-1,22.982,6.298,16.673,True
incr_repair,600,0.02,46,6,31,4,12.695,0.0,0.0,True
cpsat_rebuild,600,0.02,46,7,37,-1,21.438,4.459,16.968,True
cpsat_hint,600,0.02,46,7,37,-1,21.602,5.506,16.087,True
incr_repair,600,0.02,46,7,37,7,3.312,0.0,0.0,True
cpsat_rebuild,600,0.02,46,8,41,-1,21.03,4.315,16.706,True
cpsat_hint,600,0.02,46,8,41,-1,22.198,5.772,16.417,True
incr_repair,600,0.02,46,8,41,5,9.583,0.0,0.0,True
cpsat_rebuild,600,0.02,46,9,31,-1,21.073,4.205,16.86,True
cpsat_hint,600,0.02,46,9,31,-1,24.359,7.462,16.887,True
incr_repair,600,0.02,46,9,31,1,2.736,0.0,0.0,True
cpsat_rebuild,600,0.02,46,10,37,-1,20.509,4.242,16.259,True
cpsat_hint,600,0.02,46,10,37,-1,21.524,5.955,15.558,True
incr_repair,600,0.02,46,10,37,3,3.894,0.0,0.0,True
cpsat_rebuild,600,0.02,46,11,38,-1,20.399,4.4,15.992,True
cpsat_hint,600,0.02,46,11,38,-1,21.075,5.606,15.459,True
incr_repair,600,0.02,46,11,38,7,3.735,0.0,0.0,True
cpsat_rebuild,600,0.02,46,12,32,-1,18.375,4.237,14.131,True
cpsat_hint,600,0.02,46,12,32,-1,19.127,5.422,13.696,True
incr_repair,600,0.02,46,12,32,9,25.08,0.0,0.0,True
cpsat_rebuild,600,0.02,46,13,40,-1,18.479,4.292,14.179,True
cpsat_hint,600,0.02,46,13,40,-1,19.112,5.384,13.719,True
incr_repair,600,0.02,46,13,40,7,3.304,0.0,0.0,True
cpsat_rebuild,600,0.02,46,14,39,-1,17.7,4.29,13.402,True
cpsat_hint,600,0.02,46,14,39,-1,18.702,5.714,12.979,True
incr_repair,600,0.02,46,14,39,5,17.345,0.0,0.0,True
cpsat_rebuild,600,0.02,46,15,39,-1,17.136,4.141,12.987,True
cpsat_hint,600,0.02,46,15,39,-1,18.068,5.31,12.75,True
incr_repair,600,0.02,46,15,39,5,3.268,0.0,0.0,True
cpsat_rebuild,600,0.02,46,16,37,-1,17.615,4.378,13.227,True
cpsat_hint,600,0.02,46,16,37,-1,18.824,5.644,13.171,True
incr_repair,600,0.02,46,16,37,3,7.855,0.0,0.0,True
cpsat_rebuild,600,0.02,46,17,36,-1,18.081,4.466,13.603,True
cpsat_hint,600,0.02,46,17,36,-1,19.541,6.125,13.404,True
incr_repair,600,0.02,46,17,36,4,4.472,0.0,0.0,True
cpsat_rebuild,600,0.02,46,18,38,-1,18.404,4.21,14.186,True
cpsat_hint,600,0.02,46,18,38,-1,19.153,5.428,13.716,True
incr_repair,600,0.02,46,18,38,2,6.766,0.0,0.0,True
cpsat_rebuild,600,0.02,46,19,37,-1,18.218,4.207,14.002,True
cpsat_hint,600,0.02,46,19,37,-1,18.954,5.29,13.656,True
incr_repair,600,0.02,46,19,37,7,7.247,0.0,0.0,True
cpsat_rebuild,600,0.02,46,20,34,-1,17.572,4.237,13.326,True
cpsat_hint,600,0.02,46,20,34,-1,18.388,5.385,12.993,True
incr_repair,600,0.02,46,20,34,7,3.385,0.0,0.0,True
cpsat_rebuild,600,0.02,46,21,44,-1,18.036,4.39,13.637,True
cpsat_hint,600,0.02,46,21,44,-1,19.347,5.939,13.397,True
incr_repair,600,0.02,46,21,44,3,3.771,0.0,0.0,True
cpsat_rebuild,600,0.02,46,22,34,-1,18.181,4.266,13.906,True
cpsat_hint,600,0.02,46,22,34,-1,19.072,5.312,13.752,True
incr_repair,600,0.02,46,22,34,5,8.048,0.0,0.0,True
cpsat_rebuild,600,0.02,46,23,37,-1,17.409,4.266,13.134,True
cpsat_hint,600,0.02,46,23,37,-1,18.284,5.408,12.867,True
incr_repair,600,0.02,46,23,37,6,3.427,0.0,0.0,True
cpsat_rebuild,600,0.02,46,24,33,-1,17.492,4.502,12.979,True
cpsat_hint,600,0.02,46,24,33,-1,18.688,5.765,12.914,True
incr_repair,600,0.02,46,24,33,1,2.397,0.0,0.0,True
cpsat_rebuild,600,0.02,46,25,42,-1,18.151,4.951,13.191,True
cpsat_hint,600,0.02,46,25,42,-1,18.225,5.202,13.016,True
incr_repair,600,0.02,46,25,42,5,7.779,0.0,0.0,True
cpsat_rebuild,600,0.02,46,26,35,-1,16.265,4.074,12.183,True
cpsat_hint,600,0.02,46,26,35,-1,17.113,5.123,11.983,True
incr_repair,600,0.02,46,26,35,5,3.161,0.0,0.0,True
cpsat_rebuild,600,0.02,46,27,38,-1,16.017,4.016,11.993,True
cpsat_hint,600,0.02,46,27,38,-1,17.502,5.452,12.042,True
incr_repair,600,0.02,46,27,38,6,80.797,0.0,0.0,True
cpsat_rebuild,600,0.02,46,28,37,-1,16.253,4.144,12.099,True
cpsat_hint,600,0.02,46,28,37,-1,17.033,5.213,11.813,True
incr_repair,600,0.02,46,28,37,5,3.353,0.0,0.0,True
cpsat_rebuild,600,0.02,46,29,44,-1,15.628,4.157,11.463,True
cpsat_hint,600,0.02,46,29,44,-1,17.29,5.881,11.402,True
incr_repair,600,0.02,46,29,44,10,3.285,0.0,0.0,True
cpsat_rebuild,600,0.02,46,30,40,-1,16.808,4.061,12.739,True
cpsat_hint,600,0.02,46,30,40,-1,16.169,5.198,10.964,True
incr_repair,600,0.02,46,30,40,3,3.731,0.0,0.0,True
cpsat_rebuild,600,0.02,47,1,32,-1,19.313,4.509,14.795,True
cpsat_hint,600,0.02,47,1,32,-1,19.813,5.426,14.379,True
incr_repair,600,0.02,47,1,32,4,2.516,0.0,0.0,True
cpsat_rebuild,600,0.02,47,2,38,-1,19.919,4.337,15.575,True
cpsat_hint,600,0.02,47,2,38,-1,21.086,5.952,15.126,True
incr_repair,600,0.02,47,2,38,4,2.677,0.0,0.0,True
cpsat_rebuild,600,0.02,47,3,44,-1,17.356,4.279,13.069,True
cpsat_hint,600,0.02,47,3,44,-1,18.329,5.337,12.985,True
incr_repair,600,0.02,47,3,44,6,3.042,0.0,0.0,True
cpsat_rebuild,600,0.02,47,4,42,-1,17.641,4.529,13.104,True
cpsat_hint,600,0.02,47,4,42,-1,18.561,5.619,12.934,True
incr_repair,600,0.02,47,4,42,4,17.028,0.0,0.0,True
cpsat_rebuild,600,0.02,47,5,34,-1,20.186,4.201,15.976,True
cpsat_hint,600,0.02,47,5,34,-1,21.059,5.344,15.708,True
incr_repair,600,0.02,47,5,34,4,2.715,0.0,0.0,True
cpsat_rebuild,600,0.02,47,6,36,-1,18.061,4.326,13.728,True
cpsat_hint,600,0.02,47,6,36,-1,19.277,5.677,13.593,True
incr_repair,600,0.02,47,6,36,5,4.432,0.0,0.0,True
cpsat_rebuild,600,0.02,47,7,37,-1,20.618,4.356,16.242,True
cpsat_hint,600,0.02,47,7,37,-1,21.585,5.535,16.04,True
incr_repair,600,0.02,47,7,37,2,2.917,0.0,0.0,True
cpsat_rebuild,600,0.02,47,8,33,-1,20.367,4.416,15.943,True
cpsat_hint,600,0.02,47,8,33,-1,21.038,5.736,15.293,True
incr_repair,600,0.02,47,8,33,8,11.614,0.0,0.0,True
cpsat_rebuild,600,0.02,47,9,33,-1,20.494,4.377,16.107,True
cpsat_hint,600,0.02,47,9,33,-1,21.318,5.447,15.862,True
incr_repair,600,0.02,47,9,33,3,8.077,0.0,0.0,True
cpsat_rebuild,600,0.02,47,10,42,-1,19.891,4.44,15.442,True
cpsat_hint,600,0.02,47,10,42,-1,20.479,5.463,15.006,True
incr_repair,600,0.02,47,10,42,5,9.899,0.0,0.0,True
cpsat_rebuild,600,0.02,47,11,43,-1,17.604,4.264,13.331,True
cpsat_hint,600,0.02,47,11,43,-1,18.054,5.326,12.72,True
incr_repair,600,0.02,47,11,43,3,14.385,0.0,0.0,True
cpsat_rebuild,600,0.02,47,12,33,-1,18.463,4.306,14.145,True
cpsat_hint,600,0.02,47,12,33,-1,19.109,5.908,13.189,True
incr_repair,600,0.02,47,12,33,7,9.956,0.0,0.0,True
cpsat_rebuild,600,0.02,47,13,32,-1,17.811,4.209,13.595,True
cpsat_hint,600,0.02,47,13,32,-1,18.643,5.614,13.019,True
incr_repair,600,0.02,47,13,32,6,6.663,0.0,0.0,True
cpsat_rebuild,600,0.02,47,14,33,-1,16.681,4.293,12.379,True
cpsat_hint,600,0.02,47,14,33,-1,17.792,5.425,12.359,True
incr_repair,600,0.02,47,14,33,7,17.398,0.0,0.0,True
cpsat_rebuild,600,0.02,47,15,36,-1,17.532,4.468,13.054,True
cpsat_hint,600,0.02,47,15,36,-1,18.159,5.465,12.68,True
incr_repair,600,0.02,47,15,36,6,12.659,0.0,0.0,True
cpsat_rebuild,600,0.02,47,16,37,-1,15.953,4.346,11.598,True
cpsat_hint,600,0.02,47,16,37,-1,16.924,5.493,11.42,True
incr_repair,600,0.02,47,16,37,7,9.481,0.0,0.0,True
cpsat_rebuild,600,0.02,47,17,40,-1,16.099,4.289,11.801,True
cpsat_hint,600,0.02,47,17,40,-1,16.837,5.391,11.437,True
incr_repair,600,0.02,47,17,40,8,3.604,0.0,0.0,True
cpsat_rebuild,600,0.02,47,18,35,-1,15.747,4.475,11.262,True
cpsat_hint,600,0.02,47,18,35,-1,19.332,7.646,11.675,True
incr_repair,600,0.02,47,18,35,6,3.272,0.0,0.0,True
cpsat_rebuild,600,0.02,47,19,33,-1,16.009,4.324,11.677,True
cpsat_hint,600,0.02,47,19,33,-1,17.089,5.701,11.38,True
incr_repair,600,0.02,47,19,33,5,5.373,0.0,0.0,True
cpsat_rebuild,600,0.02,47,20,36,-1,16.957,5.897,11.05,True
cpsat_hint,600,0.02,47,20,36,-1,16.416,5.425,10.983,True
incr_repair,600,0.02,47,20,36,3,3.948,0.0,0.0,True
cpsat_rebuild,600,0.02,47,21,35,-1,15.537,4.194,11.334,True
cpsat_hint,600,0.02,47,21,35,-1,16.66,5.505,11.146,True
incr_repair,600,0.02,47,21,35,6,9.342,0.0,0.0,True
cpsat_rebuild,600,0.02,47,22,45,-1,15.553,4.227,11.316,True
cpsat_hint,600,0.02,47,22,45,-1,16.643,5.465,11.166,True
incr_repair,600,0.02,47,22,45,5,3.401,0.0,0.0,True
cpsat_rebuild,600,0.02,47,23,36,-1,16.247,4.213,12.026,True
cpsat_hint,600,0.02,47,23,36,-1,17.759,5.768,11.982,True
incr_repair,600,0.02,47,23,36,5,2.937,0.0,0.0,True
cpsat_rebuild,600,0.02,47,24,38,-1,16.94,4.407,12.524,True
cpsat_hint,600,0.02,47,24,38,-1,17.267,5.464,11.794,True
incr_repair,600,0.02,47,24,38,3,6.367,0.0,0.0,True
cpsat_rebuild,600,0.02,47,25,40,-1,16.811,4.131,12.672,True
cpsat_hint,600,0.02,47,25,40,-1,17.878,5.297,12.573,True
incr_repair,600,0.02,47,25,40,2,2.615,0.0,0.0,True
cpsat_rebuild,600,0.02,47,26,41,-1,16.831,4.418,12.403,True
cpsat_hint,600,0.02,47,26,41,-1,17.633,5.67,11.956,True
incr_repair,600,0.02,47,26,41,6,3.961,0.0,0.0,True
cpsat_rebuild,600,0.02,47,27,44,-1,16.206,4.224,11.969,True
cpsat_hint,600,0.02,47,27,44,-1,17.392,5.301,12.082,True
incr_repair,600,0.02,47,27,44,6,2.888,0.0,0.0,True
cpsat_rebuild,600,0.02,47,28,38,-1,16.805,4.127,12.67,True
cpsat_hint,600,0.02,47,28,38,-1,18.151,5.735,12.39,True
incr_repair,600,0.02,47,28,38,5,6.413,0.0,0.0,True
cpsat_rebuild,600,0.02,47,29,43,-1,16.231,4.215,12.007,True
cpsat_hint,600,0.02,47,29,43,-1,17.253,5.388,11.856,True
incr_repair,600,0.02,47,29,43,7,4.552,0.0,0.0,True
cpsat_rebuild,600,0.02,47,30,45,-1,16.564,4.353,12.202,True
cpsat_hint,600,0.02,47,30,45,-1,17.433,5.355,12.068,True
incr_repair,600,0.02,47,30,45,3,2.951,0.0,0.0,True
cpsat_rebuild,600,0.02,48,1,34,-1,20.811,4.702,16.097,True
cpsat_hint,600,0.02,48,1,34,-1,21.446,5.627,15.807,True
incr_repair,600,0.02,48,1,34,5,3.042,0.0,0.0,True
cpsat_rebuild,600,0.02,48,2,39,-1,20.86,4.427,16.424,True
cpsat_hint,600,0.02,48,2,39,-1,22.151,5.936,16.205,True
incr_repair,600,0.02,48,2,39,3,2.642,0.0,0.0,True
cpsat_rebuild,600,0.02,48,3,38,-1,21.059,4.338,16.713,True
cpsat_hint,600,0.02,48,3,38,-1,22.48,6.052,16.417,True
incr_repair,600,0.02,48,3,38,2,2.765,0.0,0.0,True
cpsat_rebuild,600,0.02,48,4,43,-1,20.496,4.297,16.191,True
cpsat_hint,600,0.02,48,4,43,-1,21.996,6.027,15.958,True
incr_repair,600,0.02,48,4,43,2,2.871,0.0,0.0,True
cpsat_rebuild,600,0.02,48,5,30,-1,20.969,4.316,16.644,True
cpsat_hint,600,0.02,48,5,30,-1,23.741,5.832,17.897,True
incr_repair,600,0.02,48,5,30,3,2.807,0.0,0.0,True
cpsat_rebuild,600,0.02,48,6,44,-1,20.814,4.425,16.381,True
cpsat_hint,600,0.02,48,6,44,-1,23.493,7.461,16.022,True
incr_repair,600,0.02,48,6,44,5,26.972,0.0,0.0,True
cpsat_rebuild,600,0.02,48,7,34,-1,20.618,4.32,16.288,True
cpsat_hint,600,0.02,48,7,34,-1,21.257,5.497,15.75,True
incr_repair,600,0.02,48,7,34,1,2.907,0.0,0.0,True
cpsat_rebuild,600,0.02,48,8,45,-1,20.388,4.774,15.603,True
cpsat_hint,600,0.02,48,8,45,-1,21.377,6.048,15.318,True
incr_repair,600,0.02,48,8,45,7,10.326,0.0,0.0,True
cpsat_rebuild,600,0.02,48,9,35,-1,19.565,4.277,15.278,True
cpsat_hint,600,0.02,48,9,35,-1,20.357,5.439,14.908,True
incr_repair,600,0.02,48,9,35,4,3.116,0.0,0.0,True
cpsat_rebuild,600,0.02,48,10,39,-1,19.396,4.283,15.104,True
cpsat_hint,600,0.02,48,10,39,-1,20.915,5.989,14.918,True
incr_repair,600,0.02,48,10,39,3,9.657,0.0,0.0,True
cpsat_rebuild,600,0.02,48,11,44,-1,19.119,4.244,14.867,True
cpsat_hint,600,0.02,48,11,44,-1,20.328,5.314,15.006,True
incr_repair,600,0.02,48,11,44,3,3.381,0.0,0.0,True
cpsat_rebuild,600,0.02,48,12,36,-1,19.018,4.312,14.698,True
cpsat_hint,600,0.02,48,12,36,-1,19.948,5.71,14.23,True
incr_repair,600,0.02,48,12,36,7,13.314,0.0,0.0,True
cpsat_rebuild,600,0.02,48,13,45,-1,18.521,4.217,14.297,True
cpsat_hint,600,0.02,48,13,45,-1,19.021,5.334,13.679,True
incr_repair,600,0.02,48,13,45,2,2.67,0.0,0.0,True
cpsat_rebuild,600,0.02,48,14,38,-1,18.389,4.294,14.086,True
cpsat_hint,600,0.02,48,14,38,-1,19.572,5.824,13.74,True
incr_repair,600,0.02,48,14,38,6,4.339,0.0,0.0,True
cpsat_rebuild,600,0.02,48,15,39,-1,17.869,4.146,13.715,True
cpsat_hint,600,0.02,48,15,39,-1,18.603,5.27,13.325,True
incr_repair,600,0.02,48,15,39,6,3.997,0.0,0.0,True
cpsat_rebuild,600,0.02,48,16,35,-1,17.972,4.161,13.795,True
cpsat_hint,600,0.02,48,16,35,-1,18.961,5.219,13.735,True
incr_repair,600,0.02,48,16,35,4,2.967,0.0,0.0,True
cpsat_rebuild,600,0.02,48,17,47,-1,18.67,4.217,14.445,True
cpsat_hint,600,0.02,48,17,47,-1,20.226,5.854,14.364,True
incr_repair,600,0.02,48,17,47,2,2.355,0.0,0.0,True
cpsat_rebuild,600,0.02,48,18,40,-1,18.605,4.189,14.409,True
cpsat_hint,600,0.02,48,18,40,-1,19.344,5.283,14.055,True
incr_repair,600,0.02,48,18,40,10,14.558,0.0,0.0,True
cpsat_rebuild,600,0.02,48,19,38,-1,18.306,4.143,14.156,True
cpsat_hint,600,0.02,48,19,38,-1,19.114,5.753,13.352,True
incr_repair,600,0.02,48,19,38,3,3.891,0.0,0.0,True
cpsat_rebuild,600,0.02,48,20,39,-1,18.648,4.185,14.456,True
cpsat_hint,600,0.02,48,20,39,-1,19.18,5.216,13.957,True
incr_repair,600,0.02,48,20,39,7,3.48,0.0,0.0,True
cpsat_rebuild,600,0.02,48,21,39,-1,18.697,4.297,14.392,True
cpsat_hint,600,0.02,48,21,39,-1,20.5,5.269,15.223,True
incr_repair,600,0.02,48,21,39,6,8.12,0.0,0.0,True
cpsat_rebuild,600,0.02,48,22,46,-1,17.632,4.206,13.418,True
cpsat_hint,600,0.02,48,22,46,-1,18.08,5.26,12.813,True
incr_repair,600,0.02,48,22,46,3,5.982,0.0,0.0,True
cpsat_rebuild,600,0.02,48,23,47,-1,17.628,4.095,13.525,True
cpsat_hint,600,0.02,48,23,47,-1,19.48,6.767,12.703,True
incr_repair,600,0.02,48,23,47,4,2.976,0.0,0.0,True
cpsat_rebuild,600,0.02,48,24,32,-1,16.427,4.118,12.302,True
cpsat_hint,600,0.02,48,24,32,-1,17.444,5.469,11.967,True
incr_repair,600,0.02,48,24,32,4,3.962,0.0,0.0,True
cpsat_rebuild,600,0.02,48,25,44,-1,16.009,4.11,11.891,True
cpsat_hint,600,0.02,48,25,44,-1,17.472,5.644,11.819,True
incr_repair,600,0.02,48,25,44,6,12.591,0.0,0.0,True
cpsat_rebuild,600,0.02,48,26,38,-1,16.155,4.177,11.97,True
cpsat_hint,600,0.02,48,26,38,-1,16.804,5.401,11.395,True
incr_repair,600,0.02,48,26,38,5,3.123,0.0,0.0,True
cpsat_rebuild,600,0.02,48,27,31,-1,21.412,4.394,17.005,True
cpsat_hint,600,0.02,48,27,31,-1,18.839,6.245,12.58,True
incr_repair,600,0.02,48,27,31,6,3.495,0.0,0.0,True
cpsat_rebuild,600,0.02,48,28,34,-1,17.527,4.504,13.011,True
cpsat_hint,600,0.02,48,28,34,-1,18.649,6.008,12.624,True
incr_repair,600,0.02,48,28,34,8,10.493,0.0,0.0,True
cpsat_rebuild,600,0.02,48,29,41,-1,17.41,4.837,12.554,True
cpsat_hint,600,0.02,48,29,41,-1,18.237,5.848,12.374,True
incr_repair,600,0.02,48,29,41,3,3.258,0.0,0.0,True
cpsat_rebuild,600,0.02,48,30,40,-1,15.762,4.227,11.527,True
cpsat_hint,600,0.02,48,30,40,-1,16.779,5.524,11.244,True
incr_repair,600,0.02,48,30,40,4,3.432,0.0,0.0,True
cpsat_rebuild,600,0.02,49,1,36,-1,20.946,4.653,16.269,True
cpsat_hint,600,0.02,49,1,36,-1,21.188,5.449,15.729,True
incr_repair,600,0.02,49,1,36,1,2.357,0.0,0.0,True
cpsat_rebuild,600,0.02,49,2,39,-1,19.758,4.425,15.324,True
cpsat_hint,600,0.02,49,2,39,-1,21.262,6.048,15.204,True
incr_repair,600,0.02,49,2,39,8,36.393,0.0,0.0,True
cpsat_rebuild,600,0.02,49,3,35,-1,19.421,4.36,15.052,True
cpsat_hint,600,0.02,49,3,35,-1,20.712,5.677,15.02,True
incr_repair,600,0.02,49,3,35,7,5.065,0.0,0.0,True
cpsat_rebuild,600,0.02,49,4,39,-1,18.647,4.292,14.346,True
cpsat_hint,600,0.02,49,4,39,-1,19.523,5.443,14.071,True
incr_repair,600,0.02,49,4,39,2,7.752,0.0,0.0,True
cpsat_rebuild,600,0.02,49,5,36,-1,19.938,4.275,15.655,True
cpsat_hint,600,0.02,49,5,36,-1,20.086,5.47,14.606,True
incr_repair,600,0.02,49,5,36,5,13.375,0.0,0.0,True
cpsat_rebuild,600,0.02,49,6,35,-1,19.498,4.41,15.079,True
cpsat_hint,600,0.02,49,6,35,-1,20.767,5.971,14.783,True
incr_repair,600,0.02,49,6,35,4,3.298,0.0,0.0,True
cpsat_rebuild,600,0.02,49,7,35,-1,18.365,4.402,13.955,True
cpsat_hint,600,0.02,49,7,35,-1,20.154,6.023,14.12,True
incr_repair,600,0.02,49,7,35,6,3.482,0.0,0.0,True
cpsat_rebuild,600,0.02,49,8,33,-1,18.03,4.49,13.531,True
cpsat_hint,600,0.02,49,8,33,-1,18.877,5.458,13.409,True
incr_repair,600,0.02,49,8,33,3,3.348,0.0,0.0,True
cpsat_rebuild,600,0.02,49,9,36,-1,18.054,4.553,13.491,True
cpsat_hint,600,0.02,49,9,36,-1,19.047,6.046,12.991,True
incr_repair,600,0.02,49,9,36,10,17.836,0.0,0.0,True
cpsat_rebuild,600,0.02,49,10,40,-1,17.162,4.25,12.903,True
cpsat_hint,600,0.02,49,10,40,-1,18.394,5.427,12.959,True
incr_repair,600,0.02,49,10,40,2,8.619,0.0,0.0,True
cpsat_rebuild,600,0.02,49,11,32,-1,16.954,4.284,12.66,True
cpsat_hint,600,0.02,49,11,32,-1,17.928,5.388,12.53,True
incr_repair,600,0.02,49,11,32,5,2.871,0.0,0.0,True
cpsat_rebuild,600,0.02,49,12,38,-1,16.375,4.465,11.9,True
cpsat_hint,600,0.02,49,12,38,-1,17.549,5.849,11.69,True
incr_repair,600,0.02,49,12,38,7,5.181,0.0,0.0,True
cpsat_rebuild,600,0.02,49,13,39,-1,16.6,4.266,12.325,True
cpsat_hint,600,0.02,49,13,39,-1,17.154,5.349,11.796,True
incr_repair,600,0.02,49,13,39,8,3.655,0.0,0.0,True
cpsat_rebuild,600,0.02,49,14,34,-1,16.096,4.335,11.752,True
cpsat_hint,600,0.02,49,14,34,-1,17.274,5.559,11.704,True
incr_repair,600,0.02,49,14,34,3,3.08,0.0,0.0,True
cpsat_rebuild,600,0.02,49,15,29,-1,16.292,4.43,11.854,True
cpsat_hint,600,0.02,49,15,29,-1,17.54,5.741,11.792,True
incr_repair,600,0.02,49,15,29,3,2.598,0.0,0.0,True
cpsat_rebuild,600,0.02,49,16,42,-1,16.771,4.236,12.526,True
cpsat_hint,600,0.02,49,16,42,-1,18.131,5.566,12.551,True
incr_repair,600,0.02,49,16,42,2,3.088,0.0,0.0,True
cpsat_rebuild,600,0.02,49,17,35,-1,16.795,4.522,12.262,True
cpsat_hint,600,0.02,49,17,35,-1,17.789,5.661,12.119,True
incr_repair,600,0.02,49,17,35,3,2.884,0.0,0.0,True
cpsat_rebuild,600,0.02,49,18,37,-1,16.44,4.321,12.11,True
cpsat_hint,600,0.02,49,18,37,-1,17.148,5.404,11.733,True
incr_repair,600,0.02,49,18,37,6,3.082,0.0,0.0,True
cpsat_rebuild,600,0.02,49,19,37,-1,15.83,4.157,11.665,True
cpsat_hint,600,0.02,49,19,37,-1,17.0,5.352,11.639,True
incr_repair,600,0.02,49,19,37,11,4.356,0.0,0.0,True
cpsat_rebuild,600,0.02,49,20,41,-1,16.554,4.24,12.306,True
cpsat_hint,600,0.02,49,20,41,-1,17.442,5.322,12.112,True
incr_repair,600,0.02,49,20,41,6,46.14,0.0,0.0,True
cpsat_rebuild,600,0.02,49,21,40,-1,16.527,4.282,12.234,True
cpsat_hint,600,0.02,49,21,40,-1,17.112,5.328,11.775,True
incr_repair,600,0.02,49,21,40,6,15.627,0.0,0.0,True
cpsat_rebuild,600,0.02,49,22,33,-1,16.238,4.152,12.077,True
cpsat_hint,600,0.02,49,22,33,-1,18.597,5.277,13.312,True
incr_repair,600,0.02,49,22,33,3,4.778,0.0,0.0,True
cpsat_rebuild,600,0.02,49,23,35,-1,16.309,4.609,11.691,True
cpsat_hint,600,0.02,49,23,35,-1,17.391,5.526,11.856,True
incr_repair,600,0.02,49,23,35,6,15.395,0.0,0.0,True
cpsat_rebuild,600,0.02,49,24,41,-1,16.139,4.303,11.822,True
cpsat_hint,600,0.02,49,24,41,-1,16.85,5.311,11.529,True
incr_repair,600,0.02,49,24,41,7,7.635,0.0,0.0,True
cpsat_rebuild,600,0.02,49,25,38,-1,17.109,4.356,12.742,True
cpsat_hint,600,0.02,49,25,38,-1,17.746,5.434,12.302,True
incr_repair,600,0.02,49,25,38,8,12.226,0.0,0.0,True
cpsat_rebuild,600,0.02,49,26,34,-1,16.048,4.244,11.795,True
cpsat_hint,600,0.02,49,26,34,-1,16.978,5.569,11.4,True
incr_repair,600,0.02,49,26,34,5,3.402,0.0,0.0,True
cpsat_rebuild,600,0.02,49,27,41,-1,15.886,4.26,11.617,True
cpsat_hint,600,0.02,49,27,41,-1,17.211,5.903,11.297,True
incr_repair,600,0.02,49,27,41,4,3.492,0.0,0.0,True
cpsat_rebuild,600,0.02,49,28,37,-1,15.254,4.137,11.11,True
cpsat_hint,600,0.02,49,28,37,-1,16.702,5.796,10.898,True
incr_repair,600,0.02,49,28,37,1,4.632,0.0,0.0,True
cpsat_rebuild,600,0.02,49,29,35,-1,15.192,4.313,10.871,True
cpsat_hint,600,0.02,49,29,35,-1,15.882,5.324,10.55,True
incr_repair,600,0.02,49,29,35,3,2.918,0.0,0.0,True
cpsat_rebuild,600,0.02,49,30,38,-1,16.015,4.301,11.705,True
cpsat_hint,600,0.02,49,30,38,-1,18.777,5.853,12.916,True
incr_repair,600,0.02,49,30,38,4,3.088,0.0,0.0,True
cpsat_rebuild,600,0.02,50,1,31,-1,20.689,4.51,16.167,True
cpsat_hint,600,0.02,50,1,31,-1,20.918,5.429,15.48,True
incr_repair,600,0.02,50,1,31,3,8.014,0.0,0.0,True
cpsat_rebuild,600,0.02,50,2,39,-1,20.288,4.303,15.976,True
cpsat_hint,600,0.02,50,2,39,-1,20.821,5.389,15.424,True
incr_repair,600,0.02,50,2,39,6,11.704,0.0,0.0,True
cpsat_rebuild,600,0.02,50,3,35,-1,21.497,4.294,17.196,True
cpsat_hint,600,0.02,50,3,35,-1,21.871,5.473,16.39,True
incr_repair,600,0.02,50,3,35,2,2.55,0.0,0.0,True
cpsat_rebuild,600,0.02,50,4,40,-1,21.885,4.337,17.54,True
cpsat_hint,600,0.02,50,4,40,-1,23.307,5.87,17.429,True
incr_repair,600,0.02,50,4,40,2,3.119,0.0,0.0,True
cpsat_rebuild,600,0.02,50,5,39,-1,20.675,4.354,16.312,True
cpsat_hint,600,0.02,50,5,39,-1,22.125,6.149,15.964,True
incr_repair,600,0.02,50,5,39,4,3.202,0.0,0.0,True
cpsat_rebuild,600,0.02,50,6,38,-1,20.695,4.297,16.39,True
cpsat_hint,600,0.02,50,6,38,-1,21.653,5.825,15.818,True
incr_repair,600,0.02,50,6,38,5,8.458,0.0,0.0,True
cpsat_rebuild,600,0.02,50,7,36,-1,19.682,4.493,15.179,True
cpsat_hint,600,0.02,50,7,36,-1,20.598,5.464,15.126,True
incr_repair,600,0.02,50,7,36,6,6.273,0.0,0.0,True
cpsat_rebuild,600,0.02,50,8,34,-1,19.584,4.721,14.854,True
cpsat_hint,600,0.02,50,8,34,-1,20.016,5.344,14.664,True
incr_repair,600,0.02,50,8,34,4,8.272,0.0,0.0,True
cpsat_rebuild,600,0.02,50,9,36,-1,19.504,4.339,15.156,True
cpsat_hint,600,0.02,50,9,36,-1,20.13,5.451,14.672,True
incr_repair,600,0.02,50,9,36,8,13.373,0.0,0.0,True
cpsat_rebuild,600,0.02,50,10,38,-1,19.464,4.312,15.144,True
cpsat_hint,600,0.02,50,10,38,-1,20.03,5.386,14.636,True
incr_repair,600,0.02,50,10,38,6,25.725,0.0,0.0,True
cpsat_rebuild,600,0.02,50,11,43,-1,19.155,4.268,14.878,True
cpsat_hint,600,0.02,50,11,43,-1,19.612,5.456,14.146,True
incr_repair,600,0.02,50,11,43,6,3.5,0.0,0.0,True
cpsat_rebuild,600,0.02,50,12,35,-1,19.416,4.531,14.875,True
cpsat_hint,600,0.02,50,12,35,-1,19.726,5.841,13.876,True
incr_repair,600,0.02,50,12,35,7,11.464,0.0,0.0,True
