method,n,delta,seed,epoch,changed_rels,violated_rels,total_ms,verified
incr_repair,300,0.02,44,11,12,1,1.614,True
cpsat_rebuild,300,0.02,44,12,12,-1,10.095,True
cpsat_hint,300,0.02,44,12,12,-1,12.642,True
incr_repair,300,0.02,44,12,12,0,0.175,True
cpsat_rebuild,300,0.02,44,13,12,-1,11.484,True
cpsat_hint,300,0.02,44,13,12,-1,12.678,True
incr_repair,300,0.02,44,13,12,3,1.742,True
cpsat_rebuild,300,0.02,44,14,12,-1,8.553,True
cpsat_hint,300,0.02,44,14,12,-1,12.127,True
incr_repair,300,0.02,44,14,12,2,2.211,True
cpsat_rebuild,300,0.02,44,15,12,-1,10.981,True
cpsat_hint,300,0.02,44,15,12,-1,11.269,True
incr_repair,300,0.02,44,15,12,1,1.536,True
cpsat_rebuild,300,0.02,44,16,12,-1,8.342,True
cpsat_hint,300,0.02,44,16,12,-1,11.574,True
incr_repair,300,0.02,44,16,12,2,1.475,True
cpsat_rebuild,300,0.02,44,17,12,-1,11.016,True
cpsat_hint,300,0.02,44,17,12,-1,8.444,True
incr_repair,300,0.02,44,17,12,0,0.161,True
cpsat_rebuild,300,0.02,44,18,12,-1,9.718,True
cpsat_hint,300,0.02,44,18,12,-1,11.575,True
incr_repair,300,0.02,44,18,12,0,0.166,True
cpsat_rebuild,300,0.02,44,19,12,-1,7.759,True
cpsat_hint,300,0.02,44,19,12,-1,11.648,True
incr_repair,300,0.02,44,19,12,1,1.503,True
cpsat_rebuild,300,0.02,44,20,12,-1,11.349,True
cpsat_hint,300,0.02,44,20,12,-1,8.191,True
incr_repair,300,0.02,44,20,12,0,0.176,True
cpsat_rebuild,300,0.02,44,21,12,-1,9.783,True
cpsat_hint,300,0.02,44,21,12,-1,8.473,True
incr_repair,300,0.02,44,21,12,2,1.495,True
cpsat_rebuild,300,0.02,44,22,12,-1,7.559,True
cpsat_hint,300,0.02,44,22,12,-1,7.95,True
incr_repair,300,0.02,44,22,12,0,0.16,True
cpsat_rebuild,300,0.02,44,23,12,-1,8.29,True
cpsat_hint,300,0.02,44,23,12,-1,11.858,True
incr_repair,300,0.02,44,23,12,1,1.581,True
cpsat_rebuild,300,0.02,44,24,12,-1,12.179,True
cpsat_hint,300,0.02,44,24,12,-1,8.749,True
incr_repair,300,0.02,44,24,12,0,0.16,True
cpsat_rebuild,300,0.02,44,25,12,-1,12.427,True
cpsat_hint,300,0.02,44,25,12,-1,13.375,True
incr_repair,300,0.02,44,25,12,0,0.179,True
cpsat_rebuild,300,0.02,44,26,12,-1,12.058,True
cpsat_hint,300,0.02,44,26,12,-1,8.367,True
incr_repair,300,0.02,44,26,12,0,0.169,True
cpsat_rebuild,300,0.02,44,27,12,-1,7.76,True
cpsat_hint,300,0.02,44,27,12,-1,8.219,True
incr_repair,300,0.02,44,27,12,1,1.276,True
cpsat_rebuild,300,0.02,44,28,12,-1,7.756,True
cpsat_hint,300,0.02,44,28,12,-1,8.053,True
incr_repair,300,0.02,44,28,12,1,1.281,True
cpsat_rebuild,300,0.02,44,29,12,-1,7.738,True
cpsat_hint,300,0.02,44,29,12,-1,7.995,True
incr_repair,300,0.02,44,29,12,0,0.289,True
cpsat_rebuild,300,0.02,44,30,12,-1,8.154,True
cpsat_hint,300,0.02,44,30,12,-1,8.059,True
incr_repair,300,0.02,44,30,12,0,0.19,True
