method,n,delta,seed,epoch,changed_rels,violated_rels,total_ms,verified
cpsat_rebuild,300,0.1,44,9,60,-1,7.338,True
cpsat_hint,300,0.1,44,9,60,-1,7.72,True
incr_repair,300,0.1,44,9,60,1,1.362,True
cpsat_rebuild,300,0.1,44,10,60,-1,6.949,True
cpsat_hint,300,0.1,44,10,60,-1,7.392,True
incr_repair,300,0.1,44,10,60,1,1.398,True
cpsat_rebuild,300,0.1,44,11,60,-1,6.284,True
cpsat_hint,300,0.1,44,11,60,-1,6.912,True
incr_repair,300,0.1,44,11,60,4,1.559,True
cpsat_rebuild,300,0.1,44,12,60,-1,5.695,True
cpsat_hint,300,0.1,44,12,60,-1,6.155,True
incr_repair,300,0.1,44,12,60,2,1.456,True
cpsat_rebuild,300,0.1,44,13,60,-1,6.017,True
cpsat_hint,300,0.1,44,13,60,-1,6.341,True
incr_repair,300,0.1,44,13,60,3,1.508,True
cpsat_rebuild,300,0.1,44,14,60,-1,5.771,True
cpsat_hint,300,0.1,44,14,60,-1,6.107,True
incr_repair,300,0.1,44,14,60,2,1.363,True
cpsat_rebuild,300,0.1,44,15,60,-1,5.5,True
cpsat_hint,300,0.1,44,15,60,-1,6.034,True
incr_repair,300,0.1,44,15,60,1,1.215,True
cpsat_rebuild,300,0.1,44,16,60,-1,6.471,True
cpsat_hint,300,0.1,44,16,60,-1,6.742,True
incr_repair,300,0.1,44,16,60,1,1.198,True
cpsat_rebuild,300,0.1,44,17,60,-1,6.042,True
cpsat_hint,300,0.1,44,17,60,-1,7.015,True
incr_repair,300,0.1,44,17,60,2,1.41,True
cpsat_rebuild,300,0.1,44,18,60,-1,5.055,True
cpsat_hint,300,0.1,44,18,60,-1,6.294,True
incr_repair,300,0.1,44,18,60,2,2.236,True
cpsat_rebuild,300,0.1,44,19,60,-1,5.119,True
cpsat_hint,300,0.1,44,19,60,-1,5.513,True
incr_repair,300,0.1,44,19,60,1,1.395,True
cpsat_rebuild,300,0.1,44,20,60,-1,4.909,True
cpsat_hint,300,0.1,44,20,60,-1,5.543,True
incr_repair,300,0.1,44,20,60,1,1.214,True
cpsat_rebuild,300,0.1,44,21,60,-1,4.808,True
cpsat_hint,300,0.1,44,21,60,-1,5.215,True
incr_repair,300,0.1,44,21,60,0,0.17,True
cpsat_rebuild,300,0.1,44,22,60,-1,4.265,True
cpsat_hint,300,0.1,44,22,60,-1,4.918,True
incr_repair,300,0.1,44,22,60,1,3.035,True
cpsat_rebuild,300,0.1,44,23,60,-1,4.536,True
cpsat_hint,300,0.1,44,23,60,-1,5.208,True
incr_repair,300,0.1,44,23,60,1,1.394,True
cpsat_rebuild,300,0.1,44,24,60,-1,4.387,True
cpsat_hint,300,0.1,44,24,60,-1,4.985,True
incr_repair,300,0.1,44,24,60,0,0.154,True
cpsat_rebuild,300,0.1,44,25,60,-1,4.279,True
cpsat_hint,300,0.1,44,25,60,-1,5.056,True
incr_repair,300,0.1,44,25,60,0,0.154,True
cpsat_rebuild,300,0.1,44,26,60,-1,4.18,True
cpsat_hint,300,0.1,44,26,60,-1,4.874,True
incr_repair,300,0.1,44,26,60,0,0.162,True
cpsat_rebuild,300,0.1,44,27,60,-1,4.206,True
cpsat_hint,300,0.1,44,27,60,-1,4.868,True
incr_repair,300,0.1,44,27,60,0,0.16,True
cpsat_rebuild,300,0.1,44,28,60,-1,4.222,True
cpsat_hint,300,0.1,44,28,60,-1,5.786,True
incr_repair,300,0.1,44,28,60,0,0.158,True
cpsat_rebuild,300,0.1,44,29,60,-1,4.061,True
cpsat_hint,300,0.1,44,29,60,-1,4.75,True
incr_repair,300,0.1,44,29,60,0,0.174,True
cpsat_rebuild,300,0.1,44,30,60,-1,4.219,True
cpsat_hint,300,0.1,44,30,60,-1,4.74,True
incr_repair,300,0.1,44,30,60,1,1.243,True
