suite,instance,seed,num_variables,domain_size,density,strategy,success,status,initial_core_size,final_core_size,expansions,total_time_ns,full_scope_required
structural,d8_c72,43,24,8,3.0,radius1,True,optimal,24,24,0,2452300,True
structural,d8_c72,43,24,8,3.0,explanation,True,optimal,16,16,0,2209800,False
structural,d8_c72,43,24,8,3.0,fullscope,True,optimal,24,24,0,2460800,True
structural,d8_c72,44,24,8,3.0,radius1,True,optimal,23,23,0,2007500,False
structural,d8_c72,44,24,8,3.0,explanation,True,optimal,12,12,0,1786400,False
structural,d8_c72,44,24,8,3.0,fullscope,True,optimal,24,24,0,2649300,True
structural,d8_c72,45,24,8,3.0,radius1,True,optimal,24,24,0,2616700,True
structural,d8_c72,45,24,8,3.0,explanation,True,optimal,16,16,0,2051100,False
structural,d8_c72,45,24,8,3.0,fullscope,True,optimal,24,24,0,2448500,True
structural,d8_c72,46,24,8,3.0,radius1,True,optimal,23,23,0,2105200,False
structural,d8_c72,46,24,8,3.0,explanation,True,optimal,14,14,0,2046000,False
structural,d8_c72,46,24,8,3.0,fullscope,True,optimal,24,24,0,2227800,True
structural,d8_c72,47,24,8,3.0,radius1,True,optimal,24,24,0,2488600,True
structural,d8_c72,47,24,8,3.0,explanation,True,optimal,12,12,0,1870200,False
structural,d8_c72,47,24,8,3.0,fullscope,True,optimal,24,24,0,2285200,True
structural,d8_c72,48,24,8,3.0,radius1,True,optimal,24,24,0,2631200,True
structural,d8_c72,48,24,8,3.0,explanation,True,optimal,12,12,0,1871400,False
structural,d8_c72,48,24,8,3.0,fullscope,True,optimal,24,24,0,2583100,True
structural,d8_c72,49,24,8,3.0,radius1,True,optimal,21,21,0,1872300,False
structural,d8_c72,49,24,8,3.0,explanation,True,optimal,11,11,0,1893700,False
structural,d8_c72,49,24,8,3.0,fullscope,True,optimal,24,24,0,2226300,True
structural,d8_c72,50,24,8,3.0,radius1,True,optimal,23,23,0,2034000,False
structural,d8_c72,50,24,8,3.0,explanation,True,optimal,12,12,0,1708100,False
structural,d8_c72,50,24,8,3.0,fullscope,True,optimal,24,24,0,5254800,True
structural,d8_c72,51,24,8,3.0,radius1,True,optimal,24,24,0,2438300,True
structural,d8_c72,51,24,8,3.0,explanation,True,optimal,14,14,0,2157900,False
structural,d8_c72,51,24,8,3.0,fullscope,True,optimal,24,24,0,2493500,True
structural,d16_c24,42,24,16,1.0,radius1,True,optimal,14,14,0,1182900,False
structural,d16_c24,42,24,16,1.0,explanation,True,optimal,9,9,0,1037600,False
structural,d16_c24,42,24,16,1.0,fullscope,True,optimal,24,24,0,32176700,True
structural,d16_c24,43,24,16,1.0,radius1,True,optimal,15,15,0,2116000,False
structural,d16_c24,43,24,16,1.0,explanation,True,optimal,9,9,0,1138800,False
structural,d16_c24,43,24,16,1.0,fullscope,True,optimal,24,24,0,20586000,True
structural,d16_c24,44,24,16,1.0,radius1,True,optimal,14,14,0,1105100,False
structural,d16_c24,44,24,16,1.0,explanation,True,optimal,8,8,0,909200,False
structural,d16_c24,44,24,16,1.0,fullscope,True,optimal,24,24,0,22241700,True
structural,d16_c24,45,24,16,1.0,radius1,True,optimal,13,13,0,1747200,False
structural,d16_c24,45,24,16,1.0,explanation,True,optimal,9,9,0,923100,False
structural,d16_c24,45,24,16,1.0,fullscope,True,optimal,24,24,0,21011100,True
structural,d16_c24,46,24,16,1.0,radius1,True,optimal,14,14,0,1452400,False
structural,d16_c24,46,24,16,1.0,explanation,True,optimal,8,8,0,1094900,False
structural,d16_c24,46,24,16,1.0,fullscope,True,optimal,24,24,0,17096400,True
structural,d16_c24,47,24,16,1.0,radius1,True,optimal,12,12,0,1265000,False
structural,d16_c24,47,24,16,1.0,explanation,True,optimal,8,8,0,1101900,False
structural,d16_c24,47,24,16,1.0,fullscope,True,optimal,24,24,0,20530500,True
structural,d16_c24,48,24,16,1.0,radius1,True,optimal,14,14,0,3450000,False
structural,d16_c24,48,24,16,1.0,explanation,True,optimal,9,9,0,1322400,False
structural,d16_c24,48,24,16,1.0,fullscope,True,optimal,24,24,0,20866400,True
structural,d16_c24,49,24,16,1.0,radius1,True,optimal,11,11,0,946000,False
structural,d16_c24,49,24,16,1.0,explanation,True,optimal,7,7,0,918700,False
structural,d16_c24,49,24,16,1.0,fullscope,True,optimal,24,24,0,19791600,True
structural,d16_c24,50,24,16,1.0,radius1,True,optimal,12,12,0,1342300,False
structural,d16_c24,50,24,16,1.0,explanation,True,optimal,7,7,0,913000,False
structural,d16_c24,50,24,16,1.0,fullscope,True,optimal,24,24,0,18338900,True
structural,d16_c24,51,24,16,1.0,radius1,True,optimal,14,14,0,1871700,False
structural,d16_c24,51,24,16,1.0,explanation,True,optimal,9,9,0,947200,False
structural,d16_c24,51,24,16,1.0,fullscope,True,optimal,24,24,0,20842200,True
structural,d16_c36,42,24,16,1.5,radius1,True,optimal,20,20,0,1629400,False
structural,d16_c36,42,24,16,1.5,explanation,True,optimal,11,11,0,1709800,False
structural,d16_c36,42,24,16,1.5,fullscope,True,optimal,24,24,0,8777500,True
structural,d16_c36,43,24,16,1.5,radius1,True,optimal,21,21,0,1977900,False
structural,d16_c36,43,24,16,1.5,explanation,True,optimal,9,9,0,1418500,False
structural,d16_c36,43,24,16,1.5,fullscope,True,optimal,24,24,0,7721500,True
structural,d16_c36,44,24,16,1.5,radius1,True,optimal,17,17,0,1607600,False
structural,d16_c36,44,24,16,1.5,explanation,True,optimal,9,9,0,1304400,False
structural,d16_c36,44,24,16,1.5,fullscope,True,optimal,24,24,0,9038300,True
structural,d16_c36,45,24,16,1.5,radius1,True,optimal,18,18,0,1720300,False
structural,d16_c36,45,24,16,1.5,explanation,True,optimal,11,11,0,1552800,False
structural,d16_c36,45,24,16,1.5,fullscope,True,optimal,24,24,0,6669800,True
structural,d16_c36,46,24,16,1.5,radius1,True,optimal,15,15,0,1475300,False
structural,d16_c36,46,24,16,1.5,explanation,True,optimal,8,8,0,1188200,False
structural,d16_c36,46,24,16,1.5,fullscope,True,optimal,24,24,0,7473200,True
structural,d16_c36,47,24,16,1.5,radius1,True,optimal,15,15,0,1407500,False
structural,d16_c36,47,24,16,1.5,explanation,True,optimal,8,8,0,1286300,False
structural,d16_c36,47,24,16,1.5,fullscope,True,optimal,24,24,0,6972300,True
structural,d16_c36,48,24,16,1.5,radius1,True,optimal,20,20,0,1565500,False
structural,d16_c36,48,24,16,1.5,explanation,True,optimal,11,11,0,2047500,False
structural,d16_c36,48,24,16,1.5,fullscope,True,optimal,24,24,0,7131500,True
structural,d16_c36,49,24,16,1.5,radius1,True,optimal,16,16,0,1447400,False
structural,d16_c36,49,24,16,1.5,explanation,True,optimal,8,8,0,1164200,False
structural,d16_c36,49,24,16,1.5,fullscope,True,optimal,24,24,0,10053000,True
structural,d16_c36,50,24,16,1.5,radius1,True,optimal,14,14,0,1426800,False
structural,d16_c36,50,24,16,1.5,explanation,True,optimal,7,7,0,1030700,False
structural,d16_c36,50,24,16,1.5,fullscope,True,optimal,24,24,0,7538200,True
structural,d16_c36,51,24,16,1.5,radius1,True,optimal,18,18,0,1638700,False
structural,d16_c36,51,24,16,1.5,explanation,True,optimal,10,10,0,1425100,False
structural,d16_c36,51,24,16,1.5,fullscope,True,optimal,24,24,0,11624500,True
structural,d16_c48,42,24,16,2.0,radius1,True,optimal,22,22,0,1916300,False
structural,d16_c48,42,24,16,2.0,explanation,True,optimal,12,12,0,1964800,False
structural,d16_c48,42,24,16,2.0,fullscope,True,optimal,24,24,0,8815700,True
structural,d16_c48,43,24,16,2.0,radius1,True,optimal,22,22,0,2264000,False
structural,d16_c48,43,24,16,2.0,explanation,True,optimal,11,11,0,2002800,False
structural,d16_c48,43,24,16,2.0,fullscope,True,optimal,24,24,0,9290800,True
structural,d16_c48,44,24,16,2.0,radius1,True,optimal,23,23,0,2396600,False
structural,d16_c48,44,24,16,2.0,explanation,True,optimal,11,11,0,1938800,False
structural,d16_c48,44,24,16,2.0,fullscope,True,optimal,24,24,0,9078400,True
structural,d16_c48,45,24,16,2.0,radius1,True,optimal,18,18,0,1648200,False
structural,d16_c48,45,24,16,2.0,explanation,True,optimal,11,11,0,1470400,False
structural,d16_c48,45,24,16,2.0,fullscope,True,optimal,24,24,0,7966500,True
structural,d16_c48,46,24,16,2.0,radius1,True,optimal,22,22,0,2236200,False
structural,d16_c48,46,24,16,2.0,explanation,True,optimal,11,11,0,1859900,False
structural,d16_c48,46,24,16,2.0,fullscope,True,optimal,24,24,0,8521000,True
structural,d16_c48,47,24,16,2.0,radius1,True,optimal,20,20,0,1908300,False
structural,d16_c48,47,24,16,2.0,explanation,True,optimal,9,9,0,1756600,False
structural,d16_c48,47,24,16,2.0,fullscope,True,optimal,24,24,0,9009100,True
structural,d16_c48,48,24,16,2.0,radius1,True,optimal,21,21,0,1890300,False
structural,d16_c48,48,24,16,2.0,explanation,True,optimal,12,12,0,2053900,False
structural,d16_c48,48,24,16,2.0,fullscope,True,optimal,24,24,0,8595300,True
structural,d16_c48,49,24,16,2.0,radius1,True,optimal,18,18,0,1748700,False
structural,d16_c48,49,24,16,2.0,explanation,True,optimal,9,9,0,1589800,False
structural,d16_c48,49,24,16,2.0,fullscope,True,optimal,24,24,0,8341600,True
structural,d16_c48,50,24,16,2.0,radius1,True,optimal,17,17,0,1840500,False
structural,d16_c48,50,24,16,2.0,explanation,True,optimal,7,7,0,1181900,False
structural,d16_c48,50,24,16,2.0,fullscope,True,optimal,24,24,0,8819300,True
structural,d16_c48,51,24,16,2.0,radius1,True,optimal,24,24,0,8458800,True
structural,d16_c48,51,24,16,2.0,explanation,True,optimal,12,12,0,1840500,False
structural,d16_c48,51,24,16,2.0,fullscope,True,optimal,24,24,0,8305200,True
structural,d16_c72,42,24,16,3.0,radius1,True,optimal,23,23,0,2538800,False
structural,d16_c72,42,24,16,3.0,explanation,True,optimal,16,16,0,2695600,False
structural,d16_c72,42,24,16,3.0,fullscope,True,optimal,24,24,0,10853600,True
structural,d16_c72,43,24,16,3.0,radius1,True,optimal,24,24,0,11946600,True
structural,d16_c72,43,24,16,3.0,explanation,True,optimal,14,14,0,3443700,False
structural,d16_c72,43,24,16,3.0,fullscope,True,optimal,24,24,0,11914700,True
structural,d16_c72,44,24,16,3.0,radius1,True,optimal,24,24,0,12614400,True
structural,d16_c72,44,24,16,3.0,explanation,True,optimal,13,13,0,2817100,False
structural,d16_c72,44,24,16,3.0,fullscope,True,optimal,24,24,0,12206100,True
structural,d16_c72,45,24,16,3.0,radius1,True,optimal,24,24,0,11558400,True
structural,d16_c72,45,24,16,3.0,explanation,True,optimal,15,15,0,2879600,False
structural,d16_c72,45,24,16,3.0,fullscope,True,optimal,24,24,0,11135700,True
structural,d16_c72,46,24,16,3.0,radius1,True,optimal,23,23,0,2816200,False
structural,d16_c72,46,24,16,3.0,explanation,True,optimal,15,15,0,2770600,False
structural,d16_c72,46,24,16,3.0,fullscope,True,optimal,24,24,0,11892200,True
structural,d16_c72,47,24,16,3.0,radius1,True,optimal,23,23,0,2678700,False
structural,d16_c72,47,24,16,3.0,explanation,True,optimal,13,13,0,2419000,False
structural,d16_c72,47,24,16,3.0,fullscope,True,optimal,24,24,0,10829000,True
structural,d16_c72,48,24,16,3.0,radius1,True,optimal,24,24,0,11117400,True
structural,d16_c72,48,24,16,3.0,explanation,True,optimal,16,16,0,3438300,False
structural,d16_c72,48,24,16,3.0,fullscope,True,optimal,24,24,0,11354500,True
structural,d16_c72,49,24,16,3.0,radius1,True,optimal,22,22,0,2437000,False
structural,d16_c72,49,24,16,3.0,explanation,True,optimal,10,10,0,2515800,False
structural,d16_c72,49,24,16,3.0,fullscope,True,optimal,24,24,0,11114800,True
structural,d16_c72,50,24,16,3.0,radius1,True,optimal,23,23,0,2803600,False
structural,d16_c72,50,24,16,3.0,explanation,True,optimal,12,12,0,2763900,False
structural,d16_c72,50,24,16,3.0,fullscope,True,optimal,24,24,0,12000600,True
structural,d16_c72,51,24,16,3.0,radius1,True,optimal,24,24,0,11531900,True
structural,d16_c72,51,24,16,3.0,explanation,True,optimal,13,13,0,2619800,False
structural,d16_c72,51,24,16,3.0,fullscope,True,optimal,24,24,0,11435300,True
