method,n,delta,seed,epoch,changed_rels,violated_rels,total_ms,build_ms,solve_ms,verified
cpsat_rebuild,300,0.02,42,26,12,-1,6.004,2.144,3.853,True
cpsat_hint,300,0.02,42,26,12,-1,6.47,2.68,3.784,True
incr_repair,300,0.02,42,26,12,0,0.156,0.0,0.0,True
cpsat_rebuild,300,0.02,42,27,12,-1,6.816,1.981,4.829,True
cpsat_hint,300,0.02,42,27,12,-1,7.316,3.332,3.977,True
incr_repair,300,0.02,42,27,12,2,1.418,0.0,0.0,True
cpsat_rebuild,300,0.02,42,28,12,-1,19.362,14.996,4.355,True
cpsat_hint,300,0.02,42,28,12,-1,6.927,2.772,4.147,True
incr_repair,300,0.02,42,28,12,0,0.177,0.0,0.0,True
cpsat_rebuild,300,0.02,42,29,12,-1,6.2,2.093,4.1,True
cpsat_hint,300,0.02,42,29,12,-1,7.049,2.734,4.307,True
incr_repair,300,0.02,42,29,12,0,0.174,0.0,0.0,True
cpsat_rebuild,300,0.02,42,30,12,-1,6.088,2.068,4.013,True
cpsat_hint,300,0.02,42,30,12,-1,6.728,2.688,4.034,True
incr_repair,300,0.02,42,30,12,1,1.283,0.0,0.0,True
cpsat_rebuild,300,0.02,43,1,12,-1,9.222,2.398,6.817,True
cpsat_hint,300,0.02,43,1,12,-1,9.46,2.665,6.789,True
incr_repair,300,0.02,43,1,12,0,0.16,0.0,0.0,True
cpsat_rebuild,300,0.02,43,2,12,-1,9.226,2.281,6.938,True
cpsat_hint,300,0.02,43,2,12,-1,9.436,2.73,6.699,True
incr_repair,300,0.02,43,2,12,2,1.652,0.0,0.0,True
cpsat_rebuild,300,0.02,43,3,12,-1,9.483,2.108,7.368,True
cpsat_hint,300,0.02,43,3,12,-1,9.667,2.833,6.827,True
incr_repair,300,0.02,43,3,12,4,1.969,0.0,0.0,True
cpsat_rebuild,300,0.02,43,4,12,-1,8.943,2.232,6.703,True
cpsat_hint,300,0.02,43,4,12,-1,10.749,2.606,8.138,True
incr_repair,300,0.02,43,4,12,2,1.458,0.0,0.0,True
cpsat_rebuild,300,0.02,43,5,12,-1,8.69,2.094,6.59,True
cpsat_hint,300,0.02,43,5,12,-1,12.456,5.778,6.672,True
incr_repair,300,0.02,43,5,12,2,1.44,0.0,0.0,True
cpsat_rebuild,300,0.02,43,6,12,-1,11.876,2.084,9.786,True
cpsat_hint,300,0.02,43,6,12,-1,10.936,2.754,8.175,True
incr_repair,300,0.02,43,6,12,1,3.054,0.0,0.0,True
cpsat_rebuild,300,0.02,43,7,12,-1,10.771,2.345,8.419,True
cpsat_hint,300,0.02,43,7,12,-1,9.126,2.71,6.409,True
incr_repair,300,0.02,43,7,12,1,1.183,0.0,0.0,True
cpsat_rebuild,300,0.02,43,8,12,-1,9.266,2.065,7.195,True
cpsat_hint,300,0.02,43,8,12,-1,9.43,2.781,6.642,True
incr_repair,300,0.02,43,8,12,1,1.265,0.0,0.0,True
cpsat_rebuild,300,0.02,43,9,12,-1,10.468,3.777,6.682,True
cpsat_hint,300,0.02,43,9,12,-1,11.864,2.653,9.205,True
incr_repair,300,0.02,43,9,12,0,0.174,0.0,0.0,True
cpsat_rebuild,300,0.02,43,10,12,-1,8.664,2.171,6.482,True
cpsat_hint,300,0.02,43,10,12,-1,9.336,2.879,6.446,True
incr_repair,300,0.02,43,10,12,2,1.499,0.0,0.0,True
cpsat_rebuild,300,0.02,43,11,12,-1,8.96,2.115,6.839,True
cpsat_hint,300,0.02,43,11,12,-1,9.402,2.79,6.606,True
incr_repair,300,0.02,43,11,12,2,1.267,0.0,0.0,True
cpsat_rebuild,300,0.02,43,12,12,-1,8.719,2.216,6.497,True
cpsat_hint,300,0.02,43,12,12,-1,9.032,2.584,6.443,True
incr_repair,300,0.02,43,12,12,1,1.537,0.0,0.0,True
cpsat_rebuild,300,0.02,43,13,12,-1,8.266,2.058,6.202,True
cpsat_hint,300,0.02,43,13,12,-1,8.777,2.596,6.175,True
incr_repair,300,0.02,43,13,12,2,1.473,0.0,0.0,True
cpsat_rebuild,300,0.02,43,14,12,-1,8.28,2.05,6.224,True
cpsat_hint,300,0.02,43,14,12,-1,9.095,2.814,6.275,True
incr_repair,300,0.02,43,14,12,2,1.736,0.0,0.0,True
cpsat_rebuild,300,0.02,43,15,12,-1,8.245,2.03,6.209,True
cpsat_hint,300,0.02,43,15,12,-1,8.676,2.59,6.079,True
incr_repair,300,0.02,43,15,12,1,1.214,0.0,0.0,True
cpsat_rebuild,300,0.02,43,16,12,-1,8.51,2.059,6.445,True
cpsat_hint,300,0.02,43,16,12,-1,8.717,2.741,5.968,True
incr_repair,300,0.02,43,16,12,1,1.296,0.0,0.0,True
cpsat_rebuild,300,0.02,43,17,12,-1,10.161,3.859,6.293,True
cpsat_hint,300,0.02,43,17,12,-1,11.905,2.633,9.267,True
incr_repair,300,0.02,43,17,12,2,1.988,0.0,0.0,True
cpsat_rebuild,300,0.02,43,18,12,-1,10.625,2.086,8.533,True
cpsat_hint,300,0.02,43,18,12,-1,8.895,2.713,6.175,True
incr_repair,300,0.02,43,18,12,2,2.114,0.0,0.0,True
cpsat_rebuild,300,0.02,43,19,12,-1,8.878,2.438,6.433,True
cpsat_hint,300,0.02,43,19,12,-1,8.7,2.579,6.115,True
incr_repair,300,0.02,43,19,12,0,0.164,0.0,0.0,True
cpsat_rebuild,300,0.02,43,20,12,-1,8.363,2.169,6.187,True
cpsat_hint,300,0.02,43,20,12,-1,8.727,2.554,6.167,True
incr_repair,300,0.02,43,20,12,0,0.159,0.0,0.0,True
cpsat_rebuild,300,0.02,43,21,12,-1,8.518,2.187,6.324,True
cpsat_hint,300,0.02,43,21,12,-1,8.728,2.553,6.169,True
incr_repair,300,0.02,43,21,12,1,1.291,0.0,0.0,True
cpsat_rebuild,300,0.02,43,22,12,-1,8.209,2.068,6.135,True
cpsat_hint,300,0.02,43,22,12,-1,8.717,2.731,5.98,True
incr_repair,300,0.02,43,22,12,0,0.165,0.0,0.0,True
cpsat_rebuild,300,0.02,43,23,12,-1,7.904,2.028,5.87,True
cpsat_hint,300,0.02,43,23,12,-1,8.39,2.697,5.686,True
incr_repair,300,0.02,43,23,12,2,1.362,0.0,0.0,True
cpsat_rebuild,300,0.02,43,24,12,-1,8.195,2.062,6.127,True
cpsat_hint,300,0.02,43,24,12,-1,8.462,2.563,5.894,True
incr_repair,300,0.02,43,24,12,3,1.544,0.0,0.0,True
cpsat_rebuild,300,0.02,43,25,12,-1,9.587,2.002,7.578,True
cpsat_hint,300,0.02,43,25,12,-1,8.7,2.753,5.94,True
incr_repair,300,0.02,43,25,12,2,4.65,0.0,0.0,True
cpsat_rebuild,300,0.02,43,26,12,-1,8.429,3.476,4.946,True
cpsat_hint,300,0.02,43,26,12,-1,10.902,2.592,8.305,True
incr_repair,300,0.02,43,26,12,1,2.242,0.0,0.0,True
cpsat_rebuild,300,0.02,43,27,12,-1,8.835,2.064,6.765,True
cpsat_hint,300,0.02,43,27,12,-1,8.688,3.943,4.739,True
incr_repair,300,0.02,43,27,12,0,0.156,0.0,0.0,True
cpsat_rebuild,300,0.02,43,28,12,-1,10.093,2.033,8.053,True
cpsat_hint,300,0.02,43,28,12,-1,8.326,3.694,4.625,True
incr_repair,300,0.02,43,28,12,1,1.252,0.0,0.0,True
cpsat_rebuild,300,0.02,43,29,12,-1,11.299,5.732,5.56,True
cpsat_hint,300,0.02,43,29,12,-1,7.759,2.546,5.208,True
incr_repair,300,0.02,43,29,12,2,1.447,0.0,0.0,True
cpsat_rebuild,300,0.02,43,30,12,-1,7.395,1.978,5.412,True
cpsat_hint,300,0.02,43,30,12,-1,8.401,2.742,5.653,True
incr_repair,300,0.02,43,30,12,1,1.282,0.0,0.0,True
cpsat_rebuild,300,0.02,44,1,12,-1,10.16,2.277,7.876,True
cpsat_hint,300,0.02,44,1,12,-1,11.21,3.808,7.395,True
incr_repair,300,0.02,44,1,12,2,1.597,0.0,0.0,True
cpsat_rebuild,300,0.02,44,2,12,-1,11.823,4.032,7.783,True
cpsat_hint,300,0.02,44,2,12,-1,10.539,2.807,7.726,True
incr_repair,300,0.02,44,2,12,2,1.482,0.0,0.0,True
cpsat_rebuild,300,0.02,44,3,12,-1,9.676,2.119,7.551,True
cpsat_hint,300,0.02,44,3,12,-1,10.235,2.739,7.49,True
incr_repair,300,0.02,44,3,12,2,1.513,0.0,0.0,True
cpsat_rebuild,300,0.02,44,4,12,-1,9.263,2.094,7.163,True
cpsat_hint,300,0.02,44,4,12,-1,9.968,3.041,6.921,True
incr_repair,300,0.02,44,4,12,2,1.451,0.0,0.0,True
cpsat_rebuild,300,0.02,44,5,12,-1,9.206,2.1,7.1,True
cpsat_hint,300,0.02,44,5,12,-1,10.071,2.595,7.471,True
incr_repair,300,0.02,44,5,12,0,0.168,0.0,0.0,True
cpsat_rebuild,300,0.02,44,6,12,-1,9.146,2.187,6.952,True
cpsat_hint,300,0.02,44,6,12,-1,9.707,2.659,7.042,True
incr_repair,300,0.02,44,6,12,4,1.741,0.0,0.0,True
cpsat_rebuild,300,0.02,44,7,12,-1,9.685,2.138,7.541,True
cpsat_hint,300,0.02,44,7,12,-1,9.895,2.842,7.046,True
incr_repair,300,0.02,44,7,12,2,1.686,0.0,0.0,True
cpsat_rebuild,300,0.02,44,8,12,-1,8.852,2.219,6.627,True
cpsat_hint,300,0.02,44,8,12,-1,9.403,2.619,6.778,True
incr_repair,300,0.02,44,8,12,2,2.714,0.0,0.0,True
cpsat_rebuild,300,0.02,44,9,12,-1,9.097,2.099,6.991,True
cpsat_hint,300,0.02,44,9,12,-1,9.733,2.631,7.097,True
incr_repair,300,0.02,44,9,12,1,1.282,0.0,0.0,True
cpsat_rebuild,300,0.02,44,10,12,-1,9.21,2.13,7.073,True
cpsat_hint,300,0.02,44,10,12,-1,9.338,2.659,6.673,True
incr_repair,300,0.02,44,10,12,4,1.496,0.0,0.0,True
cpsat_rebuild,300,0.02,44,11,12,-1,8.846,2.071,6.77,True
cpsat_hint,300,0.02,44,11,12,-1,9.351,2.833,6.511,True
incr_repair,300,0.02,44,11,12,1,1.504,0.0,0.0,True
cpsat_rebuild,300,0.02,44,12,12,-1,9.793,3.32,6.466,True
cpsat_hint,300,0.02,44,12,12,-1,12.177,2.612,9.559,True
incr_repair,300,0.02,44,12,12,0,0.167,0.0,0.0,True
cpsat_rebuild,300,0.02,44,13,12,-1,9.009,2.254,6.747,True
cpsat_hint,300,0.02,44,13,12,-1,9.305,2.688,6.611,True
incr_repair,300,0.02,44,13,12,3,1.665,0.0,0.0,True
cpsat_rebuild,300,0.02,44,14,12,-1,8.617,2.044,6.567,True
cpsat_hint,300,0.02,44,14,12,-1,9.142,2.761,6.374,True
incr_repair,300,0.02,44,14,12,2,1.76,0.0,0.0,True
cpsat_rebuild,300,0.02,44,15,12,-1,8.741,2.145,6.588,True
cpsat_hint,300,0.02,44,15,12,-1,11.583,3.453,8.123,True
incr_repair,300,0.02,44,15,12,1,1.37,0.0,0.0,True
cpsat_rebuild,300,0.02,44,16,12,-1,8.128,2.074,6.047,True
cpsat_hint,300,0.02,44,16,12,-1,10.306,2.947,7.353,True
incr_repair,300,0.02,44,16,12,2,1.46,0.0,0.0,True
cpsat_rebuild,300,0.02,44,17,12,-1,10.817,2.038,8.773,True
cpsat_hint,300,0.02,44,17,12,-1,8.453,2.637,5.81,True
incr_repair,300,0.02,44,17,12,0,0.161,0.0,0.0,True
cpsat_rebuild,300,0.02,44,18,12,-1,7.9,2.162,5.731,True
cpsat_hint,300,0.02,44,18,12,-1,8.27,2.636,5.628,True
incr_repair,300,0.02,44,18,12,0,0.167,0.0,0.0,True
cpsat_rebuild,300,0.02,44,19,12,-1,7.903,2.205,5.691,True
cpsat_hint,300,0.02,44,19,12,-1,8.175,2.572,5.59,True
incr_repair,300,0.02,44,19,12,1,1.54,0.0,0.0,True
cpsat_rebuild,300,0.02,44,20,12,-1,7.694,2.073,5.614,True
cpsat_hint,300,0.02,44,20,12,-1,8.353,2.582,5.766,True
incr_repair,300,0.02,44,20,12,0,0.165,0.0,0.0,True
cpsat_rebuild,300,0.02,44,21,12,-1,7.724,2.05,5.668,True
cpsat_hint,300,0.02,44,21,12,-1,11.727,2.768,8.954,True
incr_repair,300,0.02,44,21,12,2,1.832,0.0,0.0,True
cpsat_rebuild,300,0.02,44,22,12,-1,7.642,2.107,5.529,True
cpsat_hint,300,0.02,44,22,12,-1,7.926,2.548,5.372,True
incr_repair,300,0.02,44,22,12,0,0.168,0.0,0.0,True
cpsat_rebuild,300,0.02,44,23,12,-1,7.766,2.154,5.605,True
cpsat_hint,300,0.02,44,23,12,-1,8.081,2.618,5.457,True
incr_repair,300,0.02,44,23,12,1,1.352,0.0,0.0,True
cpsat_rebuild,300,0.02,44,24,12,-1,7.491,2.046,5.439,True
cpsat_hint,300,0.02,44,24,12,-1,8.028,2.767,5.255,True
incr_repair,300,0.02,44,24,12,0,0.156,0.0,0.0,True
cpsat_rebuild,300,0.02,44,25,12,-1,7.743,2.026,5.711,True
cpsat_hint,300,0.02,44,25,12,-1,8.267,2.706,5.555,True
incr_repair,300,0.02,44,25,12,0,0.155,0.0,0.0,True
cpsat_rebuild,300,0.02,44,26,12,-1,7.624,2.03,5.588,True
cpsat_hint,300,0.02,44,26,12,-1,8.301,2.803,5.491,True
incr_repair,300,0.02,44,26,12,0,0.159,0.0,0.0,True
cpsat_rebuild,300,0.02,44,27,12,-1,7.675,2.083,5.585,True
cpsat_hint,300,0.02,44,27,12,-1,8.056,2.712,5.337,True
incr_repair,300,0.02,44,27,12,1,1.233,0.0,0.0,True
cpsat_rebuild,300,0.02,44,28,12,-1,7.92,2.034,5.878,True
cpsat_hint,300,0.02,44,28,12,-1,8.281,2.853,5.418,True
incr_repair,300,0.02,44,28,12,1,1.283,0.0,0.0,True
cpsat_rebuild,300,0.02,44,29,12,-1,8.134,2.366,5.76,True
cpsat_hint,300,0.02,44,29,12,-1,8.093,2.598,5.489,True
incr_repair,300,0.02,44,29,12,0,0.28,0.0,0.0,True
cpsat_rebuild,300,0.02,44,30,12,-1,7.829,2.358,5.463,True
cpsat_hint,300,0.02,44,30,12,-1,7.869,2.552,5.311,True
incr_repair,300,0.02,44,30,12,0,0.167,0.0,0.0,True
cpsat_rebuild,300,0.02,45,1,12,-1,10.18,2.251,7.921,True
cpsat_hint,300,0.02,45,1,12,-1,12.203,4.451,7.745,True
incr_repair,300,0.02,45,1,12,1,7.2,0.0,0.0,True
cpsat_rebuild,300,0.02,45,2,12,-1,11.221,3.308,7.906,True
cpsat_hint,300,0.02,45,2,12,-1,13.591,4.348,9.236,True
incr_repair,300,0.02,45,2,12,1,1.526,0.0,0.0,True
cpsat_rebuild,300,0.02,45,3,12,-1,10.873,2.185,8.68,True
cpsat_hint,300,0.02,45,3,12,-1,13.591,2.863,10.721,True
incr_repair,300,0.02,45,3,12,5,14.679,0.0,0.0,True
cpsat_rebuild,300,0.02,45,4,12,-1,9.441,2.137,7.296,True
cpsat_hint,300,0.02,45,4,12,-1,9.81,2.636,7.168,True
incr_repair,300,0.02,45,4,12,1,1.199,0.0,0.0,True
cpsat_rebuild,300,0.02,45,5,12,-1,9.535,2.136,7.393,True
cpsat_hint,300,0.02,45,5,12,-1,10.212,2.91,7.294,True
incr_repair,300,0.02,45,5,12,2,10.219,0.0,0.0,True
cpsat_rebuild,300,0.02,45,6,12,-1,9.528,2.141,7.379,True
cpsat_hint,300,0.02,45,6,12,-1,10.165,2.882,7.275,True
incr_repair,300,0.02,45,6,12,3,1.698,0.0,0.0,True
cpsat_rebuild,300,0.02,45,7,12,-1,9.455,2.114,7.334,True
cpsat_hint,300,0.02,45,7,12,-1,9.912,2.851,7.054,True
incr_repair,300,0.02,45,7,12,1,2.825,0.0,0.0,True
cpsat_rebuild,300,0.02,45,8,12,-1,9.39,2.201,7.181,True
cpsat_hint,300,0.02,45,8,12,-1,9.987,2.625,7.356,True
incr_repair,300,0.02,45,8,12,1,1.357,0.0,0.0,True
cpsat_rebuild,300,0.02,45,9,12,-1,9.043,2.107,6.93,True
cpsat_hint,300,0.02,45,9,12,-1,10.424,3.327,7.088,True
incr_repair,300,0.02,45,9,12,2,1.77,0.0,0.0,True
cpsat_rebuild,300,0.02,45,10,12,-1,12.657,4.34,8.309,True
cpsat_hint,300,0.02,45,10,12,-1,9.446,2.619,6.821,True
incr_repair,300,0.02,45,10,12,0,0.171,0.0,0.0,True
cpsat_rebuild,300,0.02,45,11,12,-1,8.577,2.276,6.294,True
cpsat_hint,300,0.02,45,11,12,-1,8.936,2.645,6.285,True
incr_repair,300,0.02,45,11,12,4,1.86,0.0,0.0,True
cpsat_rebuild,300,0.02,45,12,12,-1,8.095,2.098,5.991,True
cpsat_hint,300,0.02,45,12,12,-1,9.122,3.153,5.961,True
incr_repair,300,0.02,45,12,12,1,1.234,0.0,0.0,True
cpsat_rebuild,300,0.02,45,13,12,-1,8.48,2.087,6.387,True
cpsat_hint,300,0.02,45,13,12,-1,8.738,2.774,5.955,True
incr_repair,300,0.02,45,13,12,1,1.347,0.0,0.0,True
cpsat_rebuild,300,0.02,45,14,12,-1,8.401,2.134,6.256,True
cpsat_hint,300,0.02,45,14,12,-1,8.71,2.74,5.964,True
incr_repair,300,0.02,45,14,12,3,1.541,0.0,0.0,True
cpsat_rebuild,300,0.02,45,15,12,-1,8.335,2.207,6.119,True
cpsat_hint,300,0.02,45,15,12,-1,10.396,3.724,6.665,True
incr_repair,300,0.02,45,15,12,0,0.196,0.0,0.0,True
cpsat_rebuild,300,0.02,45,16,12,-1,8.402,2.167,6.226,True
cpsat_hint,300,0.02,45,16,12,-1,9.196,2.776,6.413,True
incr_repair,300,0.02,45,16,12,2,1.509,0.0,0.0,True
cpsat_rebuild,300,0.02,45,17,12,-1,8.432,2.223,6.201,True
cpsat_hint,300,0.02,45,17,12,-1,8.796,2.75,6.039,True
incr_repair,300,0.02,45,17,12,0,0.161,0.0,0.0,True
cpsat_rebuild,300,0.02,45,18,12,-1,8.495,2.191,6.297,True
cpsat_hint,300,0.02,45,18,12,-1,8.81,2.716,6.086,True
incr_repair,300,0.02,45,18,12,1,1.757,0.0,0.0,True
cpsat_rebuild,300,0.02,45,19,12,-1,7.917,2.118,5.793,True
cpsat_hint,300,0.02,45,19,12,-1,8.299,2.665,5.627,True
incr_repair,300,0.02,45,19,12,2,1.612,0.0,0.0,True
cpsat_rebuild,300,0.02,45,20,12,-1,7.735,2.137,5.591,True
cpsat_hint,300,0.02,45,20,12,-1,8.167,2.74,5.421,True
incr_repair,300,0.02,45,20,12,2,1.538,0.0,0.0,True
cpsat_rebuild,300,0.02,45,21,12,-1,8.135,2.195,5.934,True
cpsat_hint,300,0.02,45,21,12,-1,8.982,2.657,6.319,True
incr_repair,300,0.02,45,21,12,0,0.173,0.0,0.0,True
cpsat_rebuild,300,0.02,45,22,12,-1,8.033,2.32,5.705,True
cpsat_hint,300,0.02,45,22,12,-1,8.456,2.586,5.865,True
incr_repair,300,0.02,45,22,12,0,0.184,0.0,0.0,True
cpsat_rebuild,300,0.02,45,23,12,-1,8.09,2.284,5.799,True
cpsat_hint,300,0.02,45,23,12,-1,8.618,2.641,5.971,True
incr_repair,300,0.02,45,23,12,0,0.174,0.0,0.0,True
cpsat_rebuild,300,0.02,45,24,12,-1,7.891,2.277,5.606,True
cpsat_hint,300,0.02,45,24,12,-1,8.314,2.653,5.642,True
incr_repair,300,0.02,45,24,12,1,1.422,0.0,0.0,True
cpsat_rebuild,300,0.02,45,25,12,-1,7.742,2.091,5.644,True
cpsat_hint,300,0.02,45,25,12,-1,8.83,3.13,5.692,True
incr_repair,300,0.02,45,25,12,0,0.159,0.0,0.0,True
cpsat_rebuild,300,0.02,45,26,12,-1,7.653,2.085,5.561,True
cpsat_hint,300,0.02,45,26,12,-1,8.406,2.912,5.487,True
incr_repair,300,0.02,45,26,12,1,1.242,0.0,0.0,True
cpsat_rebuild,300,0.02,45,27,12,-1,7.892,2.07,5.816,True
cpsat_hint,300,0.02,45,27,12,-1,8.636,2.72,5.909,True
incr_repair,300,0.02,45,27,12,3,1.461,0.0,0.0,True
cpsat_rebuild,300,0.02,45,28,12,-1,11.494,4.374,7.111,True
cpsat_hint,300,0.02,45,28,12,-1,8.712,2.619,6.087,True
incr_repair,300,0.02,45,28,12,1,1.512,0.0,0.0,True
cpsat_rebuild,300,0.02,45,29,12,-1,7.896,2.225,5.664,True
cpsat_hint,300,0.02,45,29,12,-1,8.366,2.635,5.724,True
incr_repair,300,0.02,45,29,12,2,1.475,0.0,0.0,True
cpsat_rebuild,300,0.02,45,30,12,-1,7.64,2.058,5.575,True
cpsat_hint,300,0.02,45,30,12,-1,9.612,2.832,6.773,True
incr_repair,300,0.02,45,30,12,1,1.301,0.0,0.0,True
cpsat_rebuild,300,0.02,46,1,12,-1,10.398,2.264,8.127,True
cpsat_hint,300,0.02,46,1,12,-1,10.714,2.756,7.951,True
incr_repair,300,0.02,46,1,12,2,4.321,0.0,0.0,True
cpsat_rebuild,300,0.02,46,2,12,-1,10.406,2.323,8.075,True
cpsat_hint,300,0.02,46,2,12,-1,11.778,2.661,9.111,True
incr_repair,300,0.02,46,2,12,2,1.569,0.0,0.0,True
cpsat_rebuild,300,0.02,46,3,12,-1,13.707,2.247,11.452,True
cpsat_hint,300,0.02,46,3,12,-1,10.482,2.873,7.602,True
incr_repair,300,0.02,46,3,12,2,1.647,0.0,0.0,True
cpsat_rebuild,300,0.02,46,4,12,-1,9.966,2.289,7.669,True
cpsat_hint,300,0.02,46,4,12,-1,10.337,2.698,7.633,True
incr_repair,300,0.02,46,4,12,2,1.764,0.0,0.0,True
cpsat_rebuild,300,0.02,46,5,12,-1,10.048,2.319,7.721,True
cpsat_hint,300,0.02,46,5,12,-1,10.284,3.027,7.251,True
incr_repair,300,0.02,46,5,12,2,1.442,0.0,0.0,True
cpsat_rebuild,300,0.02,46,6,12,-1,10.143,2.393,7.742,True
cpsat_hint,300,0.02,46,6,12,-1,10.529,2.701,7.822,True
incr_repair,300,0.02,46,6,12,0,0.17,0.0,0.0,True
cpsat_rebuild,300,0.02,46,7,12,-1,9.343,2.324,7.012,True
cpsat_hint,300,0.02,46,7,12,-1,9.989,2.674,7.31,True
incr_repair,300,0.02,46,7,12,1,1.478,0.0,0.0,True
cpsat_rebuild,300,0.02,46,8,12,-1,9.144,2.157,6.981,True
cpsat_hint,300,0.02,46,8,12,-1,9.767,2.891,6.87,True
incr_repair,300,0.02,46,8,12,0,0.161,0.0,0.0,True
cpsat_rebuild,300,0.02,46,9,12,-1,9.306,2.147,7.152,True
cpsat_hint,300,0.02,46,9,12,-1,11.362,2.865,8.491,True
incr_repair,300,0.02,46,9,12,2,1.422,0.0,0.0,True
cpsat_rebuild,300,0.02,46,10,12,-1,8.694,2.149,6.539,True
cpsat_hint,300,0.02,46,10,12,-1,10.85,2.993,7.851,True
incr_repair,300,0.02,46,10,12,0,0.169,0.0,0.0,True
cpsat_rebuild,300,0.02,46,11,12,-1,10.14,2.175,7.958,True
cpsat_hint,300,0.02,46,11,12,-1,10.71,4.198,6.504,True
incr_repair,300,0.02,46,11,12,0,0.16,0.0,0.0,True
cpsat_rebuild,300,0.02,46,12,12,-1,8.414,2.134,6.273,True
cpsat_hint,300,0.02,46,12,12,-1,8.953,2.843,6.103,True
incr_repair,300,0.02,46,12,12,1,1.212,0.0,0.0,True
cpsat_rebuild,300,0.02,46,13,12,-1,8.415,2.233,6.174,True
cpsat_hint,300,0.02,46,13,12,-1,8.915,2.66,6.249,True
incr_repair,300,0.02,46,13,12,0,0.166,0.0,0.0,True
cpsat_rebuild,300,0.02,46,14,12,-1,8.634,3.228,5.399,True
cpsat_hint,300,0.02,46,14,12,-1,10.163,2.604,7.553,True
incr_repair,300,0.02,46,14,12,2,1.682,0.0,0.0,True
cpsat_rebuild,300,0.02,46,15,12,-1,8.03,2.166,5.857,True
cpsat_hint,300,0.02,46,15,12,-1,11.06,5.102,5.952,True
incr_repair,300,0.02,46,15,12,4,1.863,0.0,0.0,True
cpsat_rebuild,300,0.02,46,16,12,-1,7.975,2.164,5.805,True
cpsat_hint,300,0.02,46,16,12,-1,8.396,2.792,5.598,True
incr_repair,300,0.02,46,16,12,2,1.403,0.0,0.0,True
cpsat_rebuild,300,0.02,46,17,12,-1,7.763,2.082,5.675,True
cpsat_hint,300,0.02,46,17,12,-1,8.2,2.647,5.547,True
incr_repair,300,0.02,46,17,12,1,1.262,0.0,0.0,True
cpsat_rebuild,300,0.02,46,18,12,-1,7.867,2.229,5.628,True
cpsat_hint,300,0.02,46,18,12,-1,8.306,2.833,5.467,True
incr_repair,300,0.02,46,18,12,1,1.413,0.0,0.0,True
cpsat_rebuild,300,0.02,46,19,12,-1,7.588,2.215,5.367,True
cpsat_hint,300,0.02,46,19,12,-1,8.113,2.648,5.458,True
incr_repair,300,0.02,46,19,12,2,3.088,0.0,0.0,True
cpsat_rebuild,300,0.02,46,20,12,-1,7.564,2.149,5.409,True
cpsat_hint,300,0.02,46,20,12,-1,8.455,2.76,5.691,True
incr_repair,300,0.02,46,20,12,1,1.27,0.0,0.0,True
cpsat_rebuild,300,0.02,46,21,12,-1,6.792,2.146,4.639,True
cpsat_hint,300,0.02,46,21,12,-1,7.358,2.626,4.727,True
incr_repair,300,0.02,46,21,12,1,1.341,0.0,0.0,True
cpsat_rebuild,300,0.02,46,22,12,-1,6.705,2.084,4.615,True
cpsat_hint,300,0.02,46,22,12,-1,7.451,2.598,4.847,True
incr_repair,300,0.02,46,22,12,1,1.363,0.0,0.0,True
cpsat_rebuild,300,0.02,46,23,12,-1,6.162,2.099,4.057,True
cpsat_hint,300,0.02,46,23,12,-1,6.91,2.746,4.158,True
incr_repair,300,0.02,46,23,12,3,1.632,0.0,0.0,True
cpsat_rebuild,300,0.02,46,24,12,-1,6.274,2.149,4.118,True
cpsat_hint,300,0.02,46,24,12,-1,6.812,2.628,4.178,True
incr_repair,300,0.02,46,24,12,1,1.374,0.0,0.0,True
cpsat_rebuild,300,0.02,46,25,12,-1,6.46,2.087,4.367,True
cpsat_hint,300,0.02,46,25,12,-1,7.088,2.7,4.382,True
incr_repair,300,0.02,46,25,12,1,1.285,0.0,0.0,True
cpsat_rebuild,300,0.02,46,26,12,-1,6.477,2.075,4.396,True
cpsat_hint,300,0.02,46,26,12,-1,7.032,2.587,4.439,True
incr_repair,300,0.02,46,26,12,0,0.184,0.0,0.0,True
cpsat_rebuild,300,0.02,46,27,12,-1,6.445,2.176,4.261,True
cpsat_hint,300,0.02,46,27,12,-1,6.779,2.588,4.184,True
incr_repair,300,0.02,46,27,12,0,0.161,0.0,0.0,True
cpsat_rebuild,300,0.02,46,28,12,-1,6.363,2.084,4.272,True
cpsat_hint,300,0.02,46,28,12,-1,6.738,2.59,4.142,True
incr_repair,300,0.02,46,28,12,3,1.876,0.0,0.0,True
cpsat_rebuild,300,0.02,46,29,12,-1,7.782,3.334,4.44,True
cpsat_hint,300,0.02,46,29,12,-1,9.07,2.664,6.4,True
incr_repair,300,0.02,46,29,12,2,2.837,0.0,0.0,True
cpsat_rebuild,300,0.02,46,30,12,-1,6.504,2.232,4.266,True
cpsat_hint,300,0.02,46,30,12,-1,9.514,2.572,6.936,True
incr_repair,300,0.02,46,30,12,0,0.183,0.0,0.0,True
cpsat_rebuild,300,0.02,47,1,12,-1,9.034,2.197,6.829,True
cpsat_hint,300,0.02,47,1,12,-1,9.812,2.912,6.892,True
incr_repair,300,0.02,47,1,12,3,1.73,0.0,0.0,True
cpsat_rebuild,300,0.02,47,2,12,-1,9.455,2.192,7.256,True
cpsat_hint,300,0.02,47,2,12,-1,9.767,2.948,6.812,True
