method,n,delta,seed,epoch,changed_rels,violated_rels,total_ms,build_ms,solve_ms,verified
incr_repair,100,0.1,44,27,20,0,0.052,0.0,0.0,True
cpsat_rebuild,100,0.1,44,28,20,-1,1.763,0.705,1.054,True
cpsat_hint,100,0.1,44,28,20,-1,1.926,0.878,1.044,True
incr_repair,100,0.1,44,28,20,0,0.055,0.0,0.0,True
cpsat_rebuild,100,0.1,44,29,20,-1,1.607,0.745,0.857,True
cpsat_hint,100,0.1,44,29,20,-1,1.794,0.915,0.873,True
incr_repair,100,0.1,44,29,20,0,0.053,0.0,0.0,True
cpsat_rebuild,100,0.1,44,30,20,-1,1.618,0.724,0.889,True
cpsat_hint,100,0.1,44,30,20,-1,1.957,1.025,0.925,True
incr_repair,100,0.1,44,30,20,0,0.055,0.0,0.0,True
cpsat_rebuild,100,0.1,45,1,20,-1,2.747,0.808,1.934,True
cpsat_hint,100,0.1,45,1,20,-1,2.878,0.981,1.891,True
incr_repair,100,0.1,45,1,20,5,5.187,0.0,0.0,True
cpsat_rebuild,100,0.1,45,2,20,-1,2.788,0.804,1.978,True
cpsat_hint,100,0.1,45,2,20,-1,2.754,0.974,1.775,True
incr_repair,100,0.1,45,2,20,2,0.751,0.0,0.0,True
cpsat_rebuild,100,0.1,45,3,20,-1,2.707,0.755,1.947,True
cpsat_hint,100,0.1,45,3,20,-1,2.915,1.026,1.884,True
incr_repair,100,0.1,45,3,20,1,0.805,0.0,0.0,True
cpsat_rebuild,100,0.1,45,4,20,-1,2.196,0.793,1.398,True
cpsat_hint,100,0.1,45,4,20,-1,2.588,1.137,1.445,True
incr_repair,100,0.1,45,4,20,1,1.072,0.0,0.0,True
cpsat_rebuild,100,0.1,45,5,20,-1,2.435,0.765,1.665,True
cpsat_hint,100,0.1,45,5,20,-1,2.582,0.932,1.645,True
incr_repair,100,0.1,45,5,20,1,0.704,0.0,0.0,True
cpsat_rebuild,100,0.1,45,6,20,-1,2.118,0.76,1.353,True
cpsat_hint,100,0.1,45,6,20,-1,2.33,0.939,1.387,True
incr_repair,100,0.1,45,6,20,3,0.916,0.0,0.0,True
cpsat_rebuild,100,0.1,45,7,20,-1,2.343,0.956,1.377,True
cpsat_hint,100,0.1,45,7,20,-1,2.337,0.951,1.381,True
incr_repair,100,0.1,45,7,20,0,0.065,0.0,0.0,True
cpsat_rebuild,100,0.1,45,8,20,-1,1.98,0.744,1.23,True
cpsat_hint,100,0.1,45,8,20,-1,2.189,0.946,1.238,True
incr_repair,100,0.1,45,8,20,1,0.705,0.0,0.0,True
cpsat_rebuild,100,0.1,45,9,20,-1,1.94,0.724,1.211,True
cpsat_hint,100,0.1,45,9,20,-1,2.222,0.991,1.226,True
incr_repair,100,0.1,45,9,20,1,1.127,0.0,0.0,True
cpsat_rebuild,100,0.1,45,10,20,-1,2.022,0.761,1.257,True
cpsat_hint,100,0.1,45,10,20,-1,2.18,1.048,1.127,True
incr_repair,100,0.1,45,10,20,1,0.643,0.0,0.0,True
cpsat_rebuild,100,0.1,45,11,20,-1,1.988,0.723,1.261,True
cpsat_hint,100,0.1,45,11,20,-1,2.205,0.937,1.262,True
incr_repair,100,0.1,45,11,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,45,12,20,-1,1.863,0.744,1.114,True
cpsat_hint,100,0.1,45,12,20,-1,2.19,1.032,1.153,True
incr_repair,100,0.1,45,12,20,0,0.054,0.0,0.0,True
cpsat_rebuild,100,0.1,45,13,20,-1,1.999,0.729,1.265,True
cpsat_hint,100,0.1,45,13,20,-1,2.461,1.022,1.434,True
incr_repair,100,0.1,45,13,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,45,14,20,-1,2.06,0.747,1.308,True
cpsat_hint,100,0.1,45,14,20,-1,2.558,1.214,1.338,True
incr_repair,100,0.1,45,14,20,1,0.756,0.0,0.0,True
cpsat_rebuild,100,0.1,45,15,20,-1,1.976,0.757,1.215,True
cpsat_hint,100,0.1,45,15,20,-1,2.104,0.916,1.184,True
incr_repair,100,0.1,45,15,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,45,16,20,-1,2.14,0.806,1.329,True
cpsat_hint,100,0.1,45,16,20,-1,2.314,0.923,1.383,True
incr_repair,100,0.1,45,16,20,0,0.055,0.0,0.0,True
cpsat_rebuild,100,0.1,45,17,20,-1,2.094,0.788,1.3,True
cpsat_hint,100,0.1,45,17,20,-1,2.19,0.896,1.29,True
incr_repair,100,0.1,45,17,20,1,0.75,0.0,0.0,True
cpsat_rebuild,100,0.1,45,18,20,-1,2.209,0.715,1.49,True
cpsat_hint,100,0.1,45,18,20,-1,2.368,0.894,1.469,True
incr_repair,100,0.1,45,18,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,45,19,20,-1,2.027,0.776,1.246,True
cpsat_hint,100,0.1,45,19,20,-1,2.171,0.907,1.26,True
incr_repair,100,0.1,45,19,20,0,0.055,0.0,0.0,True
cpsat_rebuild,100,0.1,45,20,20,-1,2.006,0.763,1.238,True
cpsat_hint,100,0.1,45,20,20,-1,2.116,0.887,1.224,True
incr_repair,100,0.1,45,20,20,0,0.052,0.0,0.0,True
cpsat_rebuild,100,0.1,45,21,20,-1,1.957,0.71,1.242,True
cpsat_hint,100,0.1,45,21,20,-1,2.158,0.877,1.277,True
incr_repair,100,0.1,45,21,20,0,0.054,0.0,0.0,True
cpsat_rebuild,100,0.1,45,22,20,-1,1.822,0.734,1.083,True
cpsat_hint,100,0.1,45,22,20,-1,2.001,0.906,1.091,True
incr_repair,100,0.1,45,22,20,0,0.052,0.0,0.0,True
cpsat_rebuild,100,0.1,45,23,20,-1,1.81,0.706,1.1,True
cpsat_hint,100,0.1,45,23,20,-1,2.078,0.889,1.185,True
incr_repair,100,0.1,45,23,20,0,0.054,0.0,0.0,True
cpsat_rebuild,100,0.1,45,24,20,-1,1.908,0.729,1.174,True
cpsat_hint,100,0.1,45,24,20,-1,2.074,0.896,1.174,True
incr_repair,100,0.1,45,24,20,0,0.054,0.0,0.0,True
cpsat_rebuild,100,0.1,45,25,20,-1,1.836,0.731,1.101,True
cpsat_hint,100,0.1,45,25,20,-1,2.002,0.904,1.093,True
incr_repair,100,0.1,45,25,20,0,0.054,0.0,0.0,True
cpsat_rebuild,100,0.1,45,26,20,-1,1.722,0.745,0.972,True
cpsat_hint,100,0.1,45,26,20,-1,1.887,0.901,0.982,True
incr_repair,100,0.1,45,26,20,3,0.919,0.0,0.0,True
cpsat_rebuild,100,0.1,45,27,20,-1,1.898,0.878,1.014,True
cpsat_hint,100,0.1,45,27,20,-1,1.889,0.942,0.942,True
incr_repair,100,0.1,45,27,20,1,0.747,0.0,0.0,True
cpsat_rebuild,100,0.1,45,28,20,-1,1.627,0.708,0.915,True
cpsat_hint,100,0.1,45,28,20,-1,1.811,0.879,0.927,True
incr_repair,100,0.1,45,28,20,1,0.743,0.0,0.0,True
cpsat_rebuild,100,0.1,45,29,20,-1,1.505,0.722,0.778,True
cpsat_hint,100,0.1,45,29,20,-1,1.698,0.891,0.802,True
incr_repair,100,0.1,45,29,20,0,0.05,0.0,0.0,True
cpsat_rebuild,100,0.1,45,30,20,-1,1.453,0.693,0.756,True
cpsat_hint,100,0.1,45,30,20,-1,1.74,0.926,0.809,True
incr_repair,100,0.1,45,30,20,0,0.05,0.0,0.0,True
cpsat_rebuild,100,0.1,46,1,20,-1,2.776,0.81,1.962,True
cpsat_hint,100,0.1,46,1,20,-1,2.946,0.997,1.944,True
incr_repair,100,0.1,46,1,20,3,4.605,0.0,0.0,True
cpsat_rebuild,100,0.1,46,2,20,-1,2.429,0.798,1.627,True
cpsat_hint,100,0.1,46,2,20,-1,2.597,0.976,1.616,True
incr_repair,100,0.1,46,2,20,3,3.089,0.0,0.0,True
cpsat_rebuild,100,0.1,46,3,20,-1,2.312,0.791,1.517,True
cpsat_hint,100,0.1,46,3,20,-1,2.522,0.948,1.57,True
incr_repair,100,0.1,46,3,20,2,1.138,0.0,0.0,True
cpsat_rebuild,100,0.1,46,4,20,-1,2.235,0.787,1.443,True
cpsat_hint,100,0.1,46,4,20,-1,2.51,1.058,1.448,True
incr_repair,100,0.1,46,4,20,1,0.663,0.0,0.0,True
cpsat_rebuild,100,0.1,46,5,20,-1,2.064,0.793,1.267,True
cpsat_hint,100,0.1,46,5,20,-1,2.24,0.957,1.278,True
incr_repair,100,0.1,46,5,20,2,0.901,0.0,0.0,True
cpsat_rebuild,100,0.1,46,6,20,-1,2.028,0.741,1.283,True
cpsat_hint,100,0.1,46,6,20,-1,2.453,0.936,1.513,True
incr_repair,100,0.1,46,6,20,1,0.734,0.0,0.0,True
cpsat_rebuild,100,0.1,46,7,20,-1,1.915,0.769,1.142,True
cpsat_hint,100,0.1,46,7,20,-1,2.136,1.012,1.119,True
incr_repair,100,0.1,46,7,20,1,0.723,0.0,0.0,True
cpsat_rebuild,100,0.1,46,8,20,-1,1.874,0.763,1.107,True
cpsat_hint,100,0.1,46,8,20,-1,2.06,0.939,1.116,True
incr_repair,100,0.1,46,8,20,0,0.053,0.0,0.0,True
cpsat_rebuild,100,0.1,46,9,20,-1,1.967,0.741,1.221,True
cpsat_hint,100,0.1,46,9,20,-1,2.236,0.936,1.295,True
incr_repair,100,0.1,46,9,20,1,0.753,0.0,0.0,True
cpsat_rebuild,100,0.1,46,10,20,-1,1.934,0.788,1.141,True
cpsat_hint,100,0.1,46,10,20,-1,2.16,1.031,1.124,True
incr_repair,100,0.1,46,10,20,1,0.66,0.0,0.0,True
cpsat_rebuild,100,0.1,46,11,20,-1,1.765,0.719,1.042,True
cpsat_hint,100,0.1,46,11,20,-1,1.941,0.903,1.034,True
incr_repair,100,0.1,46,11,20,0,0.061,0.0,0.0,True
cpsat_rebuild,100,0.1,46,12,20,-1,1.733,0.715,1.014,True
cpsat_hint,100,0.1,46,12,20,-1,1.949,0.917,1.028,True
incr_repair,100,0.1,46,12,20,1,0.701,0.0,0.0,True
cpsat_rebuild,100,0.1,46,13,20,-1,1.772,0.732,1.036,True
cpsat_hint,100,0.1,46,13,20,-1,2.067,0.961,1.1,True
incr_repair,100,0.1,46,13,20,1,0.722,0.0,0.0,True
cpsat_rebuild,100,0.1,46,14,20,-1,1.737,0.709,1.023,True
cpsat_hint,100,0.1,46,14,20,-1,1.944,0.897,1.043,True
incr_repair,100,0.1,46,14,20,0,0.05,0.0,0.0,True
cpsat_rebuild,100,0.1,46,15,20,-1,1.788,0.733,1.05,True
cpsat_hint,100,0.1,46,15,20,-1,1.964,0.913,1.047,True
incr_repair,100,0.1,46,15,20,0,0.05,0.0,0.0,True
cpsat_rebuild,100,0.1,46,16,20,-1,1.788,0.805,0.978,True
cpsat_hint,100,0.1,46,16,20,-1,1.94,0.932,1.003,True
incr_repair,100,0.1,46,16,20,0,0.063,0.0,0.0,True
cpsat_rebuild,100,0.1,46,17,20,-1,1.835,0.731,1.098,True
cpsat_hint,100,0.1,46,17,20,-1,2.111,0.91,1.197,True
incr_repair,100,0.1,46,17,20,0,0.052,0.0,0.0,True
cpsat_rebuild,100,0.1,46,18,20,-1,1.787,0.724,1.058,True
cpsat_hint,100,0.1,46,18,20,-1,1.976,0.914,1.057,True
incr_repair,100,0.1,46,18,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,46,19,20,-1,1.716,0.713,0.998,True
cpsat_hint,100,0.1,46,19,20,-1,1.921,0.908,1.009,True
incr_repair,100,0.1,46,19,20,0,0.053,0.0,0.0,True
cpsat_rebuild,100,0.1,46,20,20,-1,1.767,0.737,1.026,True
cpsat_hint,100,0.1,46,20,20,-1,1.963,0.908,1.05,True
incr_repair,100,0.1,46,20,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,46,21,20,-1,1.721,0.733,0.983,True
cpsat_hint,100,0.1,46,21,20,-1,1.989,0.973,1.01,True
incr_repair,100,0.1,46,21,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,46,22,20,-1,1.804,0.719,1.081,True
cpsat_hint,100,0.1,46,22,20,-1,2.015,0.897,1.114,True
incr_repair,100,0.1,46,22,20,0,0.052,0.0,0.0,True
cpsat_rebuild,100,0.1,46,23,20,-1,1.779,0.731,1.043,True
cpsat_hint,100,0.1,46,23,20,-1,1.953,0.909,1.039,True
incr_repair,100,0.1,46,23,20,0,0.052,0.0,0.0,True
cpsat_rebuild,100,0.1,46,24,20,-1,1.738,0.725,1.008,True
cpsat_hint,100,0.1,46,24,20,-1,1.951,0.893,1.052,True
incr_repair,100,0.1,46,24,20,0,0.061,0.0,0.0,True
cpsat_rebuild,100,0.1,46,25,20,-1,1.739,0.695,1.039,True
cpsat_hint,100,0.1,46,25,20,-1,1.933,0.886,1.043,True
incr_repair,100,0.1,46,25,20,1,0.838,0.0,0.0,True
cpsat_rebuild,100,0.1,46,26,20,-1,1.726,0.722,0.999,True
cpsat_hint,100,0.1,46,26,20,-1,1.955,0.928,1.022,True
incr_repair,100,0.1,46,26,20,0,0.05,0.0,0.0,True
cpsat_rebuild,100,0.1,46,27,20,-1,1.743,0.716,1.022,True
cpsat_hint,100,0.1,46,27,20,-1,1.967,0.928,1.034,True
incr_repair,100,0.1,46,27,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,46,28,20,-1,1.761,0.731,1.025,True
cpsat_hint,100,0.1,46,28,20,-1,2.547,1.11,1.43,True
incr_repair,100,0.1,46,28,20,0,0.054,0.0,0.0,True
cpsat_rebuild,100,0.1,46,29,20,-1,1.724,0.733,0.986,True
cpsat_hint,100,0.1,46,29,20,-1,1.907,0.913,0.989,True
incr_repair,100,0.1,46,29,20,0,0.052,0.0,0.0,True
cpsat_rebuild,100,0.1,46,30,20,-1,1.665,0.707,0.953,True
cpsat_hint,100,0.1,46,30,20,-1,1.894,0.93,0.959,True
incr_repair,100,0.1,46,30,20,1,0.795,0.0,0.0,True
cpsat_rebuild,100,0.1,47,1,20,-1,3.839,0.832,3.001,True
cpsat_hint,100,0.1,47,1,20,-1,3.84,0.984,2.852,True
incr_repair,100,0.1,47,1,20,4,1.417,0.0,0.0,True
cpsat_rebuild,100,0.1,47,2,20,-1,3.491,0.783,2.703,True
cpsat_hint,100,0.1,47,2,20,-1,3.64,1.1,2.534,True
incr_repair,100,0.1,47,2,20,0,0.052,0.0,0.0,True
cpsat_rebuild,100,0.1,47,3,20,-1,3.107,0.801,2.302,True
cpsat_hint,100,0.1,47,3,20,-1,3.311,1.036,2.27,True
incr_repair,100,0.1,47,3,20,5,1.322,0.0,0.0,True
cpsat_rebuild,100,0.1,47,4,20,-1,2.65,0.758,1.888,True
cpsat_hint,100,0.1,47,4,20,-1,4.463,1.102,3.354,True
incr_repair,100,0.1,47,4,20,3,1.051,0.0,0.0,True
cpsat_rebuild,100,0.1,47,5,20,-1,2.416,0.766,1.645,True
cpsat_hint,100,0.1,47,5,20,-1,2.726,1.051,1.67,True
incr_repair,100,0.1,47,5,20,3,0.728,0.0,0.0,True
cpsat_rebuild,100,0.1,47,6,20,-1,2.179,0.801,1.373,True
cpsat_hint,100,0.1,47,6,20,-1,2.42,0.984,1.431,True
incr_repair,100,0.1,47,6,20,2,7.475,0.0,0.0,True
cpsat_rebuild,100,0.1,47,7,20,-1,2.131,0.797,1.326,True
cpsat_hint,100,0.1,47,7,20,-1,2.304,0.96,1.338,True
incr_repair,100,0.1,47,7,20,2,0.864,0.0,0.0,True
cpsat_rebuild,100,0.1,47,8,20,-1,1.985,0.795,1.185,True
cpsat_hint,100,0.1,47,8,20,-1,2.215,0.991,1.219,True
incr_repair,100,0.1,47,8,20,1,0.836,0.0,0.0,True
cpsat_rebuild,100,0.1,47,9,20,-1,2.005,0.769,1.231,True
cpsat_hint,100,0.1,47,9,20,-1,2.192,0.94,1.248,True
incr_repair,100,0.1,47,9,20,0,0.052,0.0,0.0,True
cpsat_rebuild,100,0.1,47,10,20,-1,2.041,0.86,1.176,True
cpsat_hint,100,0.1,47,10,20,-1,2.16,0.951,1.205,True
incr_repair,100,0.1,47,10,20,3,1.03,0.0,0.0,True
cpsat_rebuild,100,0.1,47,11,20,-1,1.945,0.765,1.175,True
cpsat_hint,100,0.1,47,11,20,-1,2.249,1.052,1.192,True
incr_repair,100,0.1,47,11,20,0,0.063,0.0,0.0,True
cpsat_rebuild,100,0.1,47,12,20,-1,1.959,0.751,1.202,True
cpsat_hint,100,0.1,47,12,20,-1,2.211,1.027,1.178,True
incr_repair,100,0.1,47,12,20,2,0.802,0.0,0.0,True
cpsat_rebuild,100,0.1,47,13,20,-1,1.882,0.763,1.114,True
cpsat_hint,100,0.1,47,13,20,-1,2.077,0.944,1.129,True
incr_repair,100,0.1,47,13,20,0,0.055,0.0,0.0,True
cpsat_rebuild,100,0.1,47,14,20,-1,2.234,0.722,1.507,True
cpsat_hint,100,0.1,47,14,20,-1,2.455,0.922,1.528,True
incr_repair,100,0.1,47,14,20,0,0.052,0.0,0.0,True
cpsat_rebuild,100,0.1,47,15,20,-1,2.28,0.763,1.511,True
cpsat_hint,100,0.1,47,15,20,-1,2.517,0.96,1.552,True
incr_repair,100,0.1,47,15,20,2,0.897,0.0,0.0,True
cpsat_rebuild,100,0.1,47,16,20,-1,2.24,0.765,1.469,True
cpsat_hint,100,0.1,47,16,20,-1,2.431,0.938,1.488,True
incr_repair,100,0.1,47,16,20,0,0.053,0.0,0.0,True
cpsat_rebuild,100,0.1,47,17,20,-1,2.142,0.721,1.417,True
cpsat_hint,100,0.1,47,17,20,-1,2.451,1.062,1.384,True
incr_repair,100,0.1,47,17,20,1,0.768,0.0,0.0,True
cpsat_rebuild,100,0.1,47,18,20,-1,1.993,0.745,1.244,True
cpsat_hint,100,0.1,47,18,20,-1,2.166,0.904,1.257,True
incr_repair,100,0.1,47,18,20,0,0.053,0.0,0.0,True
cpsat_rebuild,100,0.1,47,19,20,-1,1.981,0.746,1.23,True
cpsat_hint,100,0.1,47,19,20,-1,2.201,0.929,1.268,True
incr_repair,100,0.1,47,19,20,0,0.065,0.0,0.0,True
cpsat_rebuild,100,0.1,47,20,20,-1,1.934,0.722,1.207,True
cpsat_hint,100,0.1,47,20,20,-1,2.137,0.904,1.228,True
incr_repair,100,0.1,47,20,20,0,0.064,0.0,0.0,True
cpsat_rebuild,100,0.1,47,21,20,-1,2.009,0.715,1.289,True
cpsat_hint,100,0.1,47,21,20,-1,2.245,0.936,1.3,True
incr_repair,100,0.1,47,21,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,47,22,20,-1,1.995,0.734,1.256,True
cpsat_hint,100,0.1,47,22,20,-1,2.211,0.91,1.296,True
incr_repair,100,0.1,47,22,20,1,0.703,0.0,0.0,True
cpsat_rebuild,100,0.1,47,23,20,-1,1.942,0.705,1.233,True
cpsat_hint,100,0.1,47,23,20,-1,2.157,0.929,1.223,True
incr_repair,100,0.1,47,23,20,0,0.06,0.0,0.0,True
cpsat_rebuild,100,0.1,47,24,20,-1,1.903,0.71,1.189,True
cpsat_hint,100,0.1,47,24,20,-1,2.288,0.999,1.284,True
incr_repair,100,0.1,47,24,20,1,0.786,0.0,0.0,True
cpsat_rebuild,100,0.1,47,25,20,-1,2.03,0.707,1.319,True
cpsat_hint,100,0.1,47,25,20,-1,2.216,0.92,1.292,True
incr_repair,100,0.1,47,25,20,1,0.749,0.0,0.0,True
cpsat_rebuild,100,0.1,47,26,20,-1,1.995,0.725,1.265,True
cpsat_hint,100,0.1,47,26,20,-1,2.161,0.897,1.259,True
incr_repair,100,0.1,47,26,20,1,0.77,0.0,0.0,True
cpsat_rebuild,100,0.1,47,27,20,-1,1.939,0.699,1.236,True
cpsat_hint,100,0.1,47,27,20,-1,2.191,0.878,1.309,True
incr_repair,100,0.1,47,27,20,0,0.055,0.0,0.0,True
cpsat_rebuild,100,0.1,47,28,20,-1,1.722,0.714,1.004,True
cpsat_hint,100,0.1,47,28,20,-1,1.923,0.913,1.005,True
incr_repair,100,0.1,47,28,20,2,0.861,0.0,0.0,True
cpsat_rebuild,100,0.1,47,29,20,-1,1.698,0.705,0.987,True
cpsat_hint,100,0.1,47,29,20,-1,1.935,0.925,1.005,True
incr_repair,100,0.1,47,29,20,1,0.747,0.0,0.0,True
cpsat_rebuild,100,0.1,47,30,20,-1,1.72,0.708,1.008,True
cpsat_hint,100,0.1,47,30,20,-1,1.914,0.894,1.015,True
incr_repair,100,0.1,47,30,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,48,1,20,-1,3.341,0.822,2.513,True
cpsat_hint,100,0.1,48,1,20,-1,3.445,0.984,2.456,True
incr_repair,100,0.1,48,1,20,4,1.019,0.0,0.0,True
cpsat_rebuild,100,0.1,48,2,20,-1,3.206,0.792,2.409,True
cpsat_hint,100,0.1,48,2,20,-1,3.326,1.181,2.139,True
incr_repair,100,0.1,48,2,20,2,2.078,0.0,0.0,True
cpsat_rebuild,100,0.1,48,3,20,-1,2.798,0.766,2.027,True
cpsat_hint,100,0.1,48,3,20,-1,2.995,0.963,2.027,True
incr_repair,100,0.1,48,3,20,3,4.507,0.0,0.0,True
cpsat_rebuild,100,0.1,48,4,20,-1,2.57,0.778,1.787,True
cpsat_hint,100,0.1,48,4,20,-1,2.664,0.943,1.716,True
incr_repair,100,0.1,48,4,20,3,1.385,0.0,0.0,True
cpsat_rebuild,100,0.1,48,5,20,-1,2.496,0.755,1.738,True
cpsat_hint,100,0.1,48,5,20,-1,2.599,0.981,1.613,True
incr_repair,100,0.1,48,5,20,1,0.73,0.0,0.0,True
cpsat_rebuild,100,0.1,48,6,20,-1,1.969,0.753,1.212,True
cpsat_hint,100,0.1,48,6,20,-1,2.171,0.962,1.204,True
incr_repair,100,0.1,48,6,20,0,0.053,0.0,0.0,True
cpsat_rebuild,100,0.1,48,7,20,-1,2.676,0.781,1.89,True
cpsat_hint,100,0.1,48,7,20,-1,2.717,0.929,1.783,True
incr_repair,100,0.1,48,7,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,48,8,20,-1,1.888,0.751,1.132,True
cpsat_hint,100,0.1,48,8,20,-1,2.085,0.931,1.15,True
incr_repair,100,0.1,48,8,20,0,0.054,0.0,0.0,True
cpsat_rebuild,100,0.1,48,9,20,-1,2.033,0.774,1.253,True
cpsat_hint,100,0.1,48,9,20,-1,2.226,0.929,1.293,True
incr_repair,100,0.1,48,9,20,1,0.795,0.0,0.0,True
cpsat_rebuild,100,0.1,48,10,20,-1,1.958,0.765,1.188,True
cpsat_hint,100,0.1,48,10,20,-1,2.181,0.947,1.228,True
incr_repair,100,0.1,48,10,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,48,11,20,-1,2.023,0.735,1.284,True
cpsat_hint,100,0.1,48,11,20,-1,2.267,0.945,1.317,True
incr_repair,100,0.1,48,11,20,1,0.729,0.0,0.0,True
cpsat_rebuild,100,0.1,48,12,20,-1,1.93,0.752,1.173,True
cpsat_hint,100,0.1,48,12,20,-1,2.343,0.931,1.406,True
incr_repair,100,0.1,48,12,20,0,0.054,0.0,0.0,True
cpsat_rebuild,100,0.1,48,13,20,-1,1.992,0.805,1.181,True
cpsat_hint,100,0.1,48,13,20,-1,2.07,0.94,1.124,True
incr_repair,100,0.1,48,13,20,0,0.055,0.0,0.0,True
cpsat_rebuild,100,0.1,48,14,20,-1,1.878,0.752,1.121,True
cpsat_hint,100,0.1,48,14,20,-1,2.086,0.936,1.145,True
incr_repair,100,0.1,48,14,20,0,0.052,0.0,0.0,True
cpsat_rebuild,100,0.1,48,15,20,-1,1.989,0.753,1.231,True
cpsat_hint,100,0.1,48,15,20,-1,2.159,0.913,1.241,True
incr_repair,100,0.1,48,15,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,48,16,20,-1,1.92,0.737,1.179,True
cpsat_hint,100,0.1,48,16,20,-1,2.2,0.996,1.197,True
incr_repair,100,0.1,48,16,20,0,0.061,0.0,0.0,True
cpsat_rebuild,100,0.1,48,17,20,-1,1.865,0.747,1.113,True
cpsat_hint,100,0.1,48,17,20,-1,2.05,0.929,1.116,True
incr_repair,100,0.1,48,17,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,48,18,20,-1,1.832,0.738,1.089,True
cpsat_hint,100,0.1,48,18,20,-1,2.028,0.906,1.105,True
incr_repair,100,0.1,48,18,20,0,0.054,0.0,0.0,True
cpsat_rebuild,100,0.1,48,19,20,-1,1.822,0.742,1.075,True
cpsat_hint,100,0.1,48,19,20,-1,2.019,0.921,1.094,True
incr_repair,100,0.1,48,19,20,1,0.718,0.0,0.0,True
cpsat_rebuild,100,0.1,48,20,20,-1,1.9,0.77,1.125,True
cpsat_hint,100,0.1,48,20,20,-1,2.073,0.938,1.129,True
incr_repair,100,0.1,48,20,20,0,0.062,0.0,0.0,True
cpsat_rebuild,100,0.1,48,21,20,-1,1.8,0.721,1.075,True
cpsat_hint,100,0.1,48,21,20,-1,2.118,1.04,1.073,True
incr_repair,100,0.1,48,21,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,48,22,20,-1,1.825,0.739,1.081,True
cpsat_hint,100,0.1,48,22,20,-1,2.142,1.055,1.083,True
incr_repair,100,0.1,48,22,20,0,0.052,0.0,0.0,True
cpsat_rebuild,100,0.1,48,23,20,-1,1.883,0.732,1.133,True
cpsat_hint,100,0.1,48,23,20,-1,2.318,1.09,1.223,True
incr_repair,100,0.1,48,23,20,0,0.052,0.0,0.0,True
cpsat_rebuild,100,0.1,48,24,20,-1,1.773,0.74,1.028,True
cpsat_hint,100,0.1,48,24,20,-1,1.931,0.915,1.011,True
incr_repair,100,0.1,48,24,20,0,0.052,0.0,0.0,True
cpsat_rebuild,100,0.1,48,25,20,-1,1.678,0.714,0.959,True
cpsat_hint,100,0.1,48,25,20,-1,1.872,0.915,0.952,True
incr_repair,100,0.1,48,25,20,1,0.743,0.0,0.0,True
cpsat_rebuild,100,0.1,48,26,20,-1,1.685,0.73,0.95,True
cpsat_hint,100,0.1,48,26,20,-1,1.868,0.909,0.954,True
incr_repair,100,0.1,48,26,20,0,0.052,0.0,0.0,True
cpsat_rebuild,100,0.1,48,27,20,-1,1.726,0.729,0.991,True
cpsat_hint,100,0.1,48,27,20,-1,2.011,0.956,1.05,True
incr_repair,100,0.1,48,27,20,0,0.054,0.0,0.0,True
cpsat_rebuild,100,0.1,48,28,20,-1,1.85,0.73,1.115,True
cpsat_hint,100,0.1,48,28,20,-1,1.967,0.916,1.047,True
incr_repair,100,0.1,48,28,20,0,0.054,0.0,0.0,True
cpsat_rebuild,100,0.1,48,29,20,-1,1.811,0.735,1.072,True
cpsat_hint,100,0.1,48,29,20,-1,2.008,0.921,1.082,True
incr_repair,100,0.1,48,29,20,1,0.825,0.0,0.0,True
cpsat_rebuild,100,0.1,48,30,20,-1,1.785,0.713,1.067,True
cpsat_hint,100,0.1,48,30,20,-1,1.969,0.908,1.056,True
incr_repair,100,0.1,48,30,20,0,0.051,0.0,0.0,True
cpsat_rebuild,100,0.1,49,1,20,-1,2.845,0.797,2.043,True
cpsat_hint,100,0.1,49,1,20,-1,2.987,0.99,1.992,True
incr_repair,100,0.1,49,1,20,3,9.145,0.0,0.0,True
cpsat_rebuild,100,0.1,49,2,20,-1,2.933,0.801,2.127,True
cpsat_hint,100,0.1,49,2,20,-1,3.017,0.956,2.056,True
incr_repair,100,0.1,49,2,20,3,3.141,0.0,0.0,True
cpsat_rebuild,100,0.1,49,3,20,-1,2.438,0.815,1.618,True
cpsat_hint,100,0.1,49,3,20,-1,2.468,0.983,1.479,True
incr_repair,100,0.1,49,3,20,1,0.909,0.0,0.0,True
cpsat_rebuild,100,0.1,49,4,20,-1,2.471,0.774,1.693,True
