method,scenario,seed,num_variables,outcome,executed_verified,optimized_verified,repaired_verified,fallback_used,fallback_verified,raw_verified,wipeout,operational_stall,invalid_decode,continuous_iterations,total_time_ns,propagation_time_ns,continuous_time_ns,repair_time_ns,repair_attempted,repair_initial_core,repair_final_core,repair_expansions,repair_used_explanation,repair_used_assumption_core,repair_used_frontier,repair_boundary_released,repair_full_scope,repair_status,cert_overhead_ns,cert_size_bytes,values_before,values_after,tuples_before,tuples_after,cf_throughput,cf_energy,cf_hof,cf_fairness,ex_throughput,ex_energy,ex_hof,ex_fairness
GAC + expl repair,S5,77,30,local_repair,True,False,True,False,False,False,False,False,False,0,1873000,170600,0,1605200,True,12,12,0,False,False,False,0,False,optimal,23400,397,120,79,203,95,10.554195339056474,4.7374525857951304e-05,0.03200000002,0.44623513269139853,10.554195339056474,4.7374525857951304e-05,0.03200000002,0.44623513269139853
ConsistXApp expl,S5,77,30,local_repair,True,False,True,False,False,False,False,True,False,93,106062000,167100,104502300,1204300,True,2,2,0,False,False,False,0,False,optimal,46600,395,120,79,203,95,11.946274565197255,4.21888846811113e-05,0.034000000020000004,0.5125078737785194,11.946274565197255,4.21888846811113e-05,0.034000000020000004,0.5125078737785194
ConsistXApp radius,S5,77,30,local_repair,True,False,True,False,False,False,False,True,False,93,104948800,181000,103726400,898400,True,2,2,0,False,False,False,0,False,optimal,25900,398,120,79,203,95,11.946274565197255,4.21888846811113e-05,0.034000000020000004,0.5125078737785194,11.946274565197255,4.21888846811113e-05,0.034000000020000004,0.5125078737785194
ConsistXApp assume,S5,77,30,local_repair,True,False,True,False,False,False,False,True,False,93,104431600,173300,103230300,884400,True,2,2,0,False,False,False,0,False,optimal,26200,398,120,79,203,95,11.946274565197255,4.21888846811113e-05,0.034000000020000004,0.5125078737785194,11.946274565197255,4.21888846811113e-05,0.034000000020000004,0.5125078737785194
FC + expl repair,S5,77,30,local_repair,True,False,True,False,False,False,False,False,False,0,52553000,198600,0,1908700,True,12,12,0,False,False,False,0,False,optimal,27400,395,120,79,203,95,10.554195339056474,4.7374525857951304e-05,0.03200000002,0.44623513269139853,10.554195339056474,4.7374525857951304e-05,0.03200000002,0.44623513269139853
Uncoordinated,S5,78,30,blocked,False,False,False,True,False,False,False,False,False,0,46800,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,224,0,11.847680505573301,4.4903304047550944e-05,0.028000000020000002,0.4199431104614152,,,,
Static priority,S5,78,30,blocked,False,False,False,True,False,False,False,False,False,0,33100,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,224,0,8.124865395612796,5.907790180243316e-05,0.050000000020000004,0.2839709472981761,,,,
Continuous only,S5,78,30,direct,True,True,False,False,False,True,False,False,False,100,358577600,0,358445700,0,False,0,0,0,False,False,False,0,False,none,28300,394,120,120,224,224,14.142932500082726,3.8181614739152675e-05,0.03800000002000001,0.4405793177817623,14.142932500082726,3.8181614739152675e-05,0.03800000002000001,0.4405793177817623
GAC + decode,S5,78,30,direct,True,True,False,False,False,True,False,False,False,100,187709200,229400,187327400,0,False,0,0,0,False,False,False,0,False,none,28800,392,120,94,224,145,14.275554110132997,3.6706105833612237e-05,0.036000000020000006,0.4485997695110317,14.275554110132997,3.6706105833612237e-05,0.036000000020000006,0.4485997695110317
CP-SAT,S5,78,30,full_repair,True,False,True,False,False,False,False,False,False,0,3915900,0,0,3812600,True,30,30,0,False,False,False,0,True,optimal,26400,386,120,120,224,224,12.65090139830038,4.1736156450554234e-05,0.04000000002,0.39199393901081386,12.65090139830038,4.1736156450554234e-05,0.04000000002,0.39199393901081386
GAC + CP-SAT,S5,78,30,full_repair,True,False,True,False,False,False,False,False,False,0,4108600,173100,0,3835800,True,30,30,0,False,False,False,0,True,optimal,23700,392,120,94,224,145,12.65090139830038,4.1736156450554234e-05,0.04000000002,0.39199393901081386,12.65090139830038,4.1736156450554234e-05,0.04000000002,0.39199393901081386
GAC + expl repair,S5,78,30,local_repair,True,False,True,False,False,False,False,False,False,0,2276100,169300,0,2003900,True,16,16,0,False,False,False,0,False,optimal,23000,397,120,94,224,145,11.113346408196794,4.679058682238747e-05,0.04000000002,0.37083123966534953,11.113346408196794,4.679058682238747e-05,0.04000000002,0.37083123966534953
ConsistXApp expl,S5,78,30,direct,True,True,False,False,False,True,False,False,False,100,188915700,170900,188601100,0,False,0,0,0,False,False,False,0,False,none,30200,396,120,94,224,145,14.275554110132997,3.6706105833612237e-05,0.036000000020000006,0.4485997695110317,14.275554110132997,3.6706105833612237e-05,0.036000000020000006,0.4485997695110317
ConsistXApp radius,S5,78,30,direct,True,True,False,False,False,True,False,False,False,100,186522500,169100,186208600,0,False,0,0,0,False,False,False,0,False,none,29800,397,120,94,224,145,14.275554110132997,3.6706105833612237e-05,0.036000000020000006,0.4485997695110317,14.275554110132997,3.6706105833612237e-05,0.036000000020000006,0.4485997695110317
ConsistXApp assume,S5,78,30,direct,True,True,False,False,False,True,False,False,False,100,186361900,170000,186050300,0,False,0,0,0,False,False,False,0,False,none,29400,396,120,94,224,145,14.275554110132997,3.6706105833612237e-05,0.036000000020000006,0.4485997695110317,14.275554110132997,3.6706105833612237e-05,0.036000000020000006,0.4485997695110317
FC + expl repair,S5,78,30,local_repair,True,False,True,False,False,False,False,False,False,0,52645200,179800,0,2074300,True,16,16,0,False,False,False,0,False,optimal,41000,396,120,94,224,145,11.113346408196794,4.679058682238747e-05,0.04000000002,0.37083123966534953,11.113346408196794,4.679058682238747e-05,0.04000000002,0.37083123966534953
Uncoordinated,S5,79,30,blocked,False,False,False,True,False,False,False,False,False,0,48200,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,265,0,10.6103798723359,5.0139580901063345e-05,0.03000000002,0.5565955624821791,,,,
Static priority,S5,79,30,blocked,False,False,False,True,False,False,False,False,False,0,30700,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,265,0,5.918067749347102,8.110755407505347e-05,0.050000000020000004,0.318748958624383,,,,
Continuous only,S5,79,30,direct,True,True,False,False,False,True,False,False,False,100,418935500,0,418782000,0,False,0,0,0,False,False,False,0,False,none,31900,395,120,120,265,265,9.50848307784792,5.5529362115613465e-05,0.03800000002000001,0.4554825092301006,9.50848307784792,5.5529362115613465e-05,0.03800000002000001,0.4554825092301006
GAC + decode,S5,79,30,direct,True,True,False,False,False,True,False,False,False,100,247307700,190600,246964600,0,False,0,0,0,False,False,False,0,False,none,29700,392,120,100,265,181,9.255060690774508,5.748206497773703e-05,0.042000000020000004,0.43864357732734705,9.255060690774508,5.748206497773703e-05,0.042000000020000004,0.43864357732734705
CP-SAT,S5,79,30,full_repair,True,False,True,False,False,False,False,False,False,0,3609600,0,0,3514400,True,30,30,0,False,False,False,0,True,optimal,22700,386,120,120,265,265,8.43908670991732,5.924811738365213e-05,0.042000000020000004,0.46877758907121436,8.43908670991732,5.924811738365213e-05,0.042000000020000004,0.46877758907121436
GAC + CP-SAT,S5,79,30,full_repair,True,False,True,False,False,False,False,False,False,0,3570000,194600,0,3287500,True,30,30,0,False,False,False,0,True,optimal,21300,391,120,100,265,181,8.43908670991732,5.924811738365213e-05,0.042000000020000004,0.46877758907121436,8.43908670991732,5.924811738365213e-05,0.042000000020000004,0.46877758907121436
GAC + expl repair,S5,79,30,local_repair,True,False,True,False,False,False,False,False,False,0,3410500,186500,0,3131900,True,18,18,0,False,False,False,0,False,optimal,22600,397,120,100,265,181,8.442528566642006,5.827637965525911e-05,0.04400000002,0.47949572652743566,8.442528566642006,5.827637965525911e-05,0.04400000002,0.47949572652743566
ConsistXApp expl,S5,79,30,direct,True,True,False,False,False,True,False,False,False,100,248863600,190500,248526400,0,False,0,0,0,False,False,False,0,False,none,29900,396,120,100,265,181,9.255060690774508,5.748206497773703e-05,0.042000000020000004,0.43864357732734705,9.255060690774508,5.748206497773703e-05,0.042000000020000004,0.43864357732734705
ConsistXApp radius,S5,79,30,direct,True,True,False,False,False,True,False,False,False,100,249799900,195200,249455400,0,False,0,0,0,False,False,False,0,False,none,29700,398,120,100,265,181,9.255060690774508,5.748206497773703e-05,0.042000000020000004,0.43864357732734705,9.255060690774508,5.748206497773703e-05,0.042000000020000004,0.43864357732734705
ConsistXApp assume,S5,79,30,direct,True,True,False,False,False,True,False,False,False,100,250636700,193300,250294600,0,False,0,0,0,False,False,False,0,False,none,29000,398,120,100,265,181,9.255060690774508,5.748206497773703e-05,0.042000000020000004,0.43864357732734705,9.255060690774508,5.748206497773703e-05,0.042000000020000004,0.43864357732734705
FC + expl repair,S5,79,30,direct,True,True,False,False,False,True,False,False,False,0,297100,0,0,0,False,0,0,0,False,False,False,0,False,none,19900,396,120,0,265,0,8.89855680647099,5.7537419958669695e-05,0.04800000002,0.4441471091777727,8.89855680647099,5.7537419958669695e-05,0.04800000002,0.4441471091777727
Uncoordinated,S5,80,30,blocked,False,False,False,True,False,False,False,False,False,0,45700,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,258,0,13.007676788655921,4.18214573469742e-05,0.03200000002,0.5263527473810508,,,,
Static priority,S5,80,30,blocked,False,False,False,True,False,False,False,False,False,0,31800,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,258,0,6.2298042458422,7.70489699287669e-05,0.050000000020000004,0.3653832974201945,,,,
Continuous only,S5,80,30,direct,True,True,False,False,False,True,False,False,False,60,244638300,0,244499800,0,False,0,0,0,False,False,False,0,False,none,28900,395,120,120,258,258,9.936712670732241,5.152609489333966e-05,0.03800000002000001,0.42687534375970354,9.936712670732241,5.152609489333966e-05,0.03800000002000001,0.42687534375970354
GAC + decode,S5,80,30,direct,True,True,False,False,False,True,False,False,False,44,129270700,153100,128973300,0,False,0,0,0,False,False,False,0,False,none,27800,392,120,107,258,207,9.418570335674016,5.4360691883431164e-05,0.03800000002000001,0.4376162570135351,9.418570335674016,5.4360691883431164e-05,0.03800000002000001,0.4376162570135351
CP-SAT,S5,80,30,full_repair,True,False,True,False,False,False,False,False,False,0,4822000,0,0,4712000,True,30,30,0,False,False,False,0,True,optimal,26600,386,120,120,258,258,10.17824385261128,4.95173830867391e-05,0.04000000002,0.44639651448363393,10.17824385261128,4.95173830867391e-05,0.04000000002,0.44639651448363393
GAC + CP-SAT,S5,80,30,full_repair,True,False,True,False,False,False,False,False,False,0,5135300,153500,0,4842000,True,30,30,0,False,False,False,0,True,optimal,23500,391,120,107,258,207,10.17824385261128,4.95173830867391e-05,0.04000000002,0.44639651448363393,10.17824385261128,4.95173830867391e-05,0.04000000002,0.44639651448363393
GAC + expl repair,S5,80,30,local_repair,True,False,True,False,False,False,False,False,False,0,2659600,147900,0,2409100,True,17,17,0,False,False,False,0,False,optimal,22300,397,120,107,258,207,7.874721101875748,6.298635768596979e-05,0.04000000002,0.40014967693203646,7.874721101875748,6.298635768596979e-05,0.04000000002,0.40014967693203646
ConsistXApp expl,S5,80,30,direct,True,True,False,False,False,True,False,False,False,44,129051400,154600,128752700,0,False,0,0,0,False,False,False,0,False,none,29800,396,120,107,258,207,9.418570335674016,5.4360691883431164e-05,0.03800000002000001,0.4376162570135351,9.418570335674016,5.4360691883431164e-05,0.03800000002000001,0.4376162570135351
ConsistXApp radius,S5,80,30,direct,True,True,False,False,False,True,False,False,False,44,131121400,150700,130822000,0,False,0,0,0,False,False,False,0,False,none,29700,398,120,107,258,207,9.418570335674016,5.4360691883431164e-05,0.03800000002000001,0.4376162570135351,9.418570335674016,5.4360691883431164e-05,0.03800000002000001,0.4376162570135351
ConsistXApp assume,S5,80,30,direct,True,True,False,False,False,True,False,False,False,44,128705100,152700,128387700,0,False,0,0,0,False,False,False,0,False,none,34100,398,120,107,258,207,9.418570335674016,5.4360691883431164e-05,0.03800000002000001,0.4376162570135351,9.418570335674016,5.4360691883431164e-05,0.03800000002000001,0.4376162570135351
FC + expl repair,S5,80,30,direct,True,True,False,False,False,True,False,False,False,0,14045600,0,0,0,False,0,0,0,False,False,False,0,False,none,37000,396,120,0,258,0,8.715620898383648,5.690931326441534e-05,0.042000000020000004,0.4620747034370091,8.715620898383648,5.690931326441534e-05,0.042000000020000004,0.4620747034370091
Uncoordinated,S5,81,30,blocked,False,False,False,True,False,False,False,False,False,0,49500,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,257,0,9.832974289613444,5.410367039827927e-05,0.04400000002,0.4172528026601302,,,,
Static priority,S5,81,30,blocked,False,False,False,True,False,False,False,False,False,0,33200,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,257,0,4.529432914590533,0.00010597353113538556,0.050000000020000004,0.3134186877182875,,,,
Continuous only,S5,81,30,direct,True,True,False,False,False,True,False,False,False,100,406439700,0,406302700,0,False,0,0,0,False,False,False,0,False,none,28400,395,120,120,257,257,9.011361855260706,5.8592697583413665e-05,0.04000000002,0.5228594863171508,9.011361855260706,5.8592697583413665e-05,0.04000000002,0.5228594863171508
GAC + decode,S5,81,30,direct,True,True,False,False,False,True,False,False,False,79,195036300,178000,194706100,0,False,0,0,0,False,False,False,0,False,none,28000,392,120,100,257,177,8.797778121775961,5.956049274566416e-05,0.04000000002,0.5228985036774694,8.797778121775961,5.956049274566416e-05,0.04000000002,0.5228985036774694
CP-SAT,S5,81,30,full_repair,True,False,True,False,False,False,False,False,False,0,4100200,0,0,3998400,True,30,30,0,False,False,False,0,True,optimal,27600,386,120,120,257,257,8.438711969126604,6.256879034759226e-05,0.04600000002,0.39549999107775846,8.438711969126604,6.256879034759226e-05,0.04600000002,0.39549999107775846
GAC + CP-SAT,S5,81,30,full_repair,True,False,True,False,False,False,False,False,False,0,3783400,168200,0,3519200,True,30,30,0,False,False,False,0,True,optimal,22200,392,120,100,257,177,8.438711969126604,6.256879034759226e-05,0.04600000002,0.39549999107775846,8.438711969126604,6.256879034759226e-05,0.04600000002,0.39549999107775846
GAC + expl repair,S5,81,30,local_repair,True,False,True,False,False,False,False,False,False,0,3512900,160200,0,3237900,True,19,19,0,False,False,False,0,False,optimal,31900,396,120,100,257,177,9.054352029490122,5.8314498738319236e-05,0.04000000002,0.4345205793142812,9.054352029490122,5.8314498738319236e-05,0.04000000002,0.4345205793142812
ConsistXApp expl,S5,81,30,direct,True,True,False,False,False,True,False,False,False,79,196553900,159100,196256700,0,False,0,0,0,False,False,False,0,False,none,28500,395,120,100,257,177,8.797778121775961,5.956049274566416e-05,0.04000000002,0.5228985036774694,8.797778121775961,5.956049274566416e-05,0.04000000002,0.5228985036774694
ConsistXApp radius,S5,81,30,direct,True,True,False,False,False,True,False,False,False,79,196370600,166000,196060800,0,False,0,0,0,False,False,False,0,False,none,29500,398,120,100,257,177,8.797778121775961,5.956049274566416e-05,0.04000000002,0.5228985036774694,8.797778121775961,5.956049274566416e-05,0.04000000002,0.5228985036774694
ConsistXApp assume,S5,81,30,direct,True,True,False,False,False,True,False,False,False,79,193587300,173400,193258900,0,False,0,0,0,False,False,False,0,False,none,28600,398,120,100,257,177,8.797778121775961,5.956049274566416e-05,0.04000000002,0.5228985036774694,8.797778121775961,5.956049274566416e-05,0.04000000002,0.5228985036774694
FC + expl repair,S5,81,30,direct,True,True,False,False,False,True,False,False,False,0,295000,0,0,0,False,0,0,0,False,False,False,0,False,none,22000,395,120,0,257,0,8.137741611347133,6.586593991293732e-05,0.04000000002,0.46068765531808,8.137741611347133,6.586593991293732e-05,0.04000000002,0.46068765531808
Uncoordinated,S5,82,30,blocked,False,False,False,True,False,False,False,False,False,0,47800,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,223,0,11.073763903277422,4.840269349081607e-05,0.042000000020000004,0.41289269409372004,,,,
