Method,Feasible,Latency_ms,Stall,RepairAttempted,Repaired,RepairTimeout,CoreSize,Throughput,Energy,HOF,Fairness,Scenario,Size,Load,Mobility,Cells,Seed,AblationConfig
Uncoordinated,False,0.015020370483398438,False,False,False,False,0,14.35253035359758,3.8460117233727826e-05,0.03200000002,0.4519960262379582,Scale,16,0.6,3.0,10,13,
Static priority,False,0.286102294921875,False,False,False,False,0,14.179757048761974,3.8928734681543416e-05,0.036000000020000006,0.4362230847811372,Scale,16,0.6,3.0,10,13,
Continuous only,True,53.38597297668457,False,False,False,False,0,13.87520981261595,4.0936317913084776e-05,0.04000000002,0.430597693749064,Scale,16,0.6,3.0,10,13,
CP-SAT,True,6.229400634765625,False,False,False,False,0,14.818844742054027,3.617016098960124e-05,0.03200000002,0.45615642224871433,Scale,16,0.6,3.0,10,13,
VeriXApp,True,54.299116134643555,False,False,False,False,0,13.87520981261595,4.0936317913084776e-05,0.04000000002,0.430597693749064,Scale,16,0.6,3.0,10,13,
Uncoordinated,False,0.011444091796875,False,False,False,False,0,8.985727567219099,6.321135331012317e-05,0.036000000020000006,0.367863726027601,Scale,16,0.6,3.0,10,14,
Static priority,False,0.2541542053222656,False,False,False,False,0,10.405939843100297,5.2277834410190405e-05,0.04400000002,0.39475234387784713,Scale,16,0.6,3.0,10,14,
Continuous only,True,40.47060012817383,False,False,False,False,0,9.535033775931748,5.789177185647247e-05,0.04400000002,0.4665309610299123,Scale,16,0.6,3.0,10,14,
CP-SAT,True,5.937337875366211,False,False,False,False,0,11.227821061743409,4.845107496890674e-05,0.04000000002,0.45284695484030796,Scale,16,0.6,3.0,10,14,
VeriXApp,True,41.4433479309082,False,False,False,False,0,9.535033775931748,5.789177185647247e-05,0.04400000002,0.4665309610299123,Scale,16,0.6,3.0,10,14,
Uncoordinated,False,0.01239776611328125,False,False,False,False,0,12.078044713173306,4.305332629153503e-05,0.028000000020000002,0.4861756519508558,Scale,16,0.6,3.0,10,15,
Static priority,False,0.23937225341796875,False,False,False,False,0,12.350647656067824,4.210305519844751e-05,0.036000000020000006,0.4990001579403793,Scale,16,0.6,3.0,10,15,
Continuous only,True,121.42372131347656,False,False,False,False,0,10.835940036985978,5.2418156436937005e-05,0.036000000020000006,0.43573656736916644,Scale,16,0.6,3.0,10,15,
CP-SAT,True,6.147146224975586,False,False,False,False,0,11.54781252161101,4.918680476817782e-05,0.028000000020000002,0.4765677607366297,Scale,16,0.6,3.0,10,15,
VeriXApp,True,119.76456642150879,False,False,False,False,0,10.835940036985978,5.2418156436937005e-05,0.036000000020000006,0.43573656736916644,Scale,16,0.6,3.0,10,15,
Uncoordinated,False,0.01239776611328125,False,False,False,False,0,11.755805874123794,4.8316551505009876e-05,0.04000000002,0.3943863751799863,Scale,16,0.6,3.0,10,16,
Static priority,False,0.24700164794921875,False,False,False,False,0,11.539894096286453,4.7834061161586744e-05,0.04000000002,0.4129013449049575,Scale,16,0.6,3.0,10,16,
Continuous only,False,58.78472328186035,False,False,False,False,0,10.559208385655102,5.30342786643714e-05,0.036000000020000006,0.3970620477356853,Scale,16,0.6,3.0,10,16,
CP-SAT,True,7.046699523925781,False,False,False,False,0,11.236823208463004,5.1971984355877457e-05,0.03200000002,0.3903706706938366,Scale,16,0.6,3.0,10,16,
VeriXApp,True,61.77496910095215,False,True,True,False,2,10.494153727896776,5.3363045226919354e-05,0.036000000020000006,0.3941363379342046,Scale,16,0.6,3.0,10,16,
Uncoordinated,False,0.011920928955078125,False,False,False,False,0,15.76690090678569,3.653222680889075e-05,0.03200000002,0.5480130906445331,Scale,16,0.6,3.0,10,17,
Static priority,False,0.39649009704589844,False,False,False,False,0,15.39763047278483,3.636923233024684e-05,0.036000000020000006,0.51159131371127,Scale,16,0.6,3.0,10,17,
Continuous only,True,56.49566650390625,False,False,False,False,0,13.569470780928878,3.773175890688287e-05,0.04400000002,0.44358574427597636,Scale,16,0.6,3.0,10,17,
CP-SAT,True,7.0514678955078125,False,False,False,False,0,13.385542154643488,4.064086412900987e-05,0.036000000020000006,0.4961820398584779,Scale,16,0.6,3.0,10,17,
VeriXApp,True,56.48374557495117,False,False,False,False,0,13.569470780928878,3.773175890688287e-05,0.04400000002,0.44358574427597636,Scale,16,0.6,3.0,10,17,
Uncoordinated,False,0.01239776611328125,False,False,False,False,0,16.24501858148848,3.397964719037102e-05,0.02800000002,0.5773193643736109,Scale,16,0.6,3.0,10,18,
Static priority,False,0.30517578125,False,False,False,False,0,16.527494973072702,3.291484891608244e-05,0.02800000002,0.6044635125350106,Scale,16,0.6,3.0,10,18,
Continuous only,True,42.86670684814453,False,False,False,False,0,13.591374314752478,4.179121160569289e-05,0.036000000020000006,0.5474170645287286,Scale,16,0.6,3.0,10,18,
CP-SAT,True,91.5060043334961,False,False,False,False,0,14.332864195126646,3.907104625957504e-05,0.03200000002,0.547151434597951,Scale,16,0.6,3.0,10,18,
VeriXApp,True,43.02859306335449,False,False,False,False,0,13.591374314752478,4.179121160569289e-05,0.036000000020000006,0.5474170645287286,Scale,16,0.6,3.0,10,18,
Uncoordinated,False,0.012159347534179688,False,False,False,False,0,11.874297388696412,4.918185732453791e-05,0.04000000002,0.577442712241067,Scale,16,0.6,3.0,10,19,
Static priority,False,0.38552284240722656,False,False,False,False,0,11.436663099657098,4.8965331506249436e-05,0.04000000002,0.5921732712417364,Scale,16,0.6,3.0,10,19,
Continuous only,True,44.4645881652832,False,False,False,False,0,11.102105105060451,4.683796406890246e-05,0.036000000020000006,0.5364179034024769,Scale,16,0.6,3.0,10,19,
CP-SAT,True,5.45811653137207,False,False,False,False,0,11.025118148130431,5.22443380888099e-05,0.036000000020000006,0.5099262046241163,Scale,16,0.6,3.0,10,19,
VeriXApp,True,43.50781440734863,False,False,False,False,0,11.102105105060451,4.683796406890246e-05,0.036000000020000006,0.5364179034024769,Scale,16,0.6,3.0,10,19,
Uncoordinated,False,0.019073486328125,False,False,False,False,0,11.301307682620621,4.848996376257639e-05,0.04600000002,0.3819313470732146,Scale,24,0.6,3.0,10,0,
Static priority,False,0.5397796630859375,False,False,False,False,0,12.280364791767502,4.560125122467145e-05,0.034000000020000004,0.43320884673568766,Scale,24,0.6,3.0,10,0,
Continuous only,False,82.01932907104492,True,False,False,False,0,10.71861386874663,5.000646600050317e-05,0.042000000020000004,0.43677120205261716,Scale,24,0.6,3.0,10,0,
CP-SAT,True,6.283998489379883,False,False,False,False,0,10.988372012748348,5.023492100190891e-05,0.036000000020000006,0.45378460217444067,Scale,24,0.6,3.0,10,0,
VeriXApp,True,85.31737327575684,True,True,True,False,4,10.857510202875408,5.084038510540042e-05,0.03800000002000001,0.44725429075881945,Scale,24,0.6,3.0,10,0,
Uncoordinated,False,0.018835067749023438,False,False,False,False,0,6.867977457625466,7.920818077176428e-05,0.042000000020000004,0.38134042902485393,Scale,24,0.6,3.0,10,1,
Static priority,False,0.25463104248046875,False,False,False,False,0,6.097234186598975,9.053285196314633e-05,0.036000000020000006,0.31442357634784734,Scale,24,0.6,3.0,10,1,
Continuous only,True,125.30827522277832,False,False,False,False,0,4.762895820114223,0.00010833745256843038,0.04600000002,0.35947803546940393,Scale,24,0.6,3.0,10,1,
CP-SAT,True,6.935834884643555,False,False,False,False,0,5.559668049609509,9.281129653707329e-05,0.042000000020000004,0.47670306891962005,Scale,24,0.6,3.0,10,1,
VeriXApp,True,126.56831741333008,False,False,False,False,0,4.762895820114223,0.00010833745256843038,0.04600000002,0.35947803546940393,Scale,24,0.6,3.0,10,1,
Uncoordinated,False,0.019073486328125,False,False,False,False,0,11.005243033541682,5.306561592688958e-05,0.042000000020000004,0.4926781677488332,Scale,24,0.6,3.0,10,2,
Static priority,False,0.5981922149658203,False,False,False,False,0,11.104804938227721,5.2589847660413196e-05,0.03800000002000001,0.51025832350648,Scale,24,0.6,3.0,10,2,
Continuous only,True,159.6226692199707,False,False,False,False,0,9.772449438323724,6.0578466405608364e-05,0.042000000020000004,0.47591339334015975,Scale,24,0.6,3.0,10,2,
CP-SAT,True,7.272958755493164,False,False,False,False,0,9.999707344798207,5.7601685743296483e-05,0.04400000002,0.46683376148213446,Scale,24,0.6,3.0,10,2,
VeriXApp,True,155.7159423828125,False,False,False,False,0,9.772449438323724,6.0578466405608364e-05,0.042000000020000004,0.47591339334015975,Scale,24,0.6,3.0,10,2,
Uncoordinated,False,0.01621246337890625,False,False,False,False,0,12.252982787726769,4.570315732108311e-05,0.034000000020000004,0.5910176146127338,Scale,24,0.6,3.0,10,3,
Static priority,False,0.4382133483886719,False,False,False,False,0,12.972010204468809,4.409493910226405e-05,0.03800000002000001,0.5234344821455285,Scale,24,0.6,3.0,10,3,
Continuous only,True,127.78830528259277,False,False,False,False,0,9.585187913989792,5.758885532064989e-05,0.04400000002,0.4451389607321553,Scale,24,0.6,3.0,10,3,
CP-SAT,True,7.020711898803711,False,False,False,False,0,11.088716254450084,5.0141061168994023e-05,0.036000000020000006,0.540339318789628,Scale,24,0.6,3.0,10,3,
VeriXApp,True,124.23133850097656,False,False,False,False,0,9.585187913989792,5.758885532064989e-05,0.04400000002,0.4451389607321553,Scale,24,0.6,3.0,10,3,
Uncoordinated,False,0.028848648071289062,False,False,False,False,0,12.328431520753556,4.3801192316392354e-05,0.042000000020000004,0.48983278943187636,Scale,24,0.6,3.0,10,4,
Static priority,False,0.52642822265625,False,False,False,False,0,12.38975986000968,4.423007436720181e-05,0.03800000002000001,0.522173741759932,Scale,24,0.6,3.0,10,4,
Continuous only,False,66.82658195495605,True,False,False,False,0,8.229803563268616,6.318498321404315e-05,0.04000000002,0.33568140761482307,Scale,24,0.6,3.0,10,4,
CP-SAT,True,6.060361862182617,False,False,False,False,0,11.321129076502503,4.699177938922975e-05,0.04000000002,0.4406242064534456,Scale,24,0.6,3.0,10,4,
VeriXApp,True,70.39284706115723,True,True,True,False,2,7.973857661688847,6.521310287470883e-05,0.04400000002,0.3185991444307696,Scale,24,0.6,3.0,10,4,
Uncoordinated,False,0.015974044799804688,False,False,False,False,0,8.77765313698631,6.334267159147453e-05,0.042000000020000004,0.4479490015263955,Scale,24,0.6,3.0,10,5,
Static priority,False,0.6096363067626953,False,False,False,False,0,9.596075950470386,5.7523513032735196e-05,0.036000000020000006,0.5087191233780686,Scale,24,0.6,3.0,10,5,
Continuous only,True,171.54645919799805,False,False,False,False,0,9.339028254598846,5.8678481857054735e-05,0.042000000020000004,0.4746299963232431,Scale,24,0.6,3.0,10,5,
CP-SAT,True,7.448673248291016,False,False,False,False,0,8.84197961310865,6.288184595853443e-05,0.04000000002,0.4625456824255159,Scale,24,0.6,3.0,10,5,
VeriXApp,True,173.98500442504883,False,False,False,False,0,9.339028254598846,5.8678481857054735e-05,0.042000000020000004,0.4746299963232431,Scale,24,0.6,3.0,10,5,
Uncoordinated,False,0.016689300537109375,False,False,False,False,0,12.594998945371582,4.350933274205468e-05,0.036000000020000006,0.46966229659534103,Scale,24,0.6,3.0,10,6,
Static priority,False,0.4677772521972656,False,False,False,False,0,15.338099951050044,3.4424081319397926e-05,0.03200000002,0.5372618963334214,Scale,24,0.6,3.0,10,6,
Continuous only,False,84.08737182617188,True,False,False,False,0,13.61855279675146,3.788948853090216e-05,0.034000000020000004,0.5284445117340067,Scale,24,0.6,3.0,10,6,
CP-SAT,True,7.838249206542969,False,False,False,False,0,13.051382543302498,4.352029358694089e-05,0.034000000020000004,0.5064953225795158,Scale,24,0.6,3.0,10,6,
VeriXApp,True,87.95976638793945,True,True,True,False,6,12.743403274642192,4.049153816129924e-05,0.034000000020000004,0.5162810098539069,Scale,24,0.6,3.0,10,6,
Uncoordinated,False,0.016450881958007812,False,False,False,False,0,12.981676270327725,4.313772646449323e-05,0.04400000002,0.43952823924533546,Scale,24,0.6,3.0,10,7,
Static priority,False,0.4439353942871094,False,False,False,False,0,12.842133304905069,4.360646215890839e-05,0.04000000002,0.3727511560032996,Scale,24,0.6,3.0,10,7,
Continuous only,True,97.80287742614746,False,False,False,False,0,14.978213350661676,3.5785309465919826e-05,0.036000000020000006,0.501696538333931,Scale,24,0.6,3.0,10,7,
CP-SAT,True,9.00411605834961,False,False,False,False,0,13.179316001620464,4.158030659046498e-05,0.042000000020000004,0.4410901080836493,Scale,24,0.6,3.0,10,7,
VeriXApp,True,96.48585319519043,False,False,False,False,0,14.978213350661676,3.5785309465919826e-05,0.036000000020000006,0.501696538333931,Scale,24,0.6,3.0,10,7,
Uncoordinated,False,0.01621246337890625,False,False,False,False,0,12.435568700230611,4.406714427059839e-05,0.04000000002,0.36711592926076697,Scale,24,0.6,3.0,10,8,
Static priority,False,0.30350685119628906,False,False,False,False,0,11.567604688665403,4.702788646754519e-05,0.04000000002,0.3229330174932532,Scale,24,0.6,3.0,10,8,
Continuous only,False,73.32491874694824,True,False,False,False,0,11.81795784115441,4.50162377587254e-05,0.03800000002000001,0.3371463046469063,Scale,24,0.6,3.0,10,8,
CP-SAT,True,8.896350860595703,False,False,False,False,0,12.230680981544921,4.6767633042109456e-05,0.03800000002000001,0.3488097069704506,Scale,24,0.6,3.0,10,8,
VeriXApp,True,75.99282264709473,True,True,True,False,2,11.81795784115441,4.50162377587254e-05,0.03800000002000001,0.3371463046469063,Scale,24,0.6,3.0,10,8,
Uncoordinated,False,0.016927719116210938,False,False,False,False,0,13.569010388698699,4.244966902521767e-05,0.03200000002,0.44612765577971314,Scale,24,0.6,3.0,10,9,
Static priority,False,0.5254745483398438,False,False,False,False,0,13.29815694971236,4.060713090107425e-05,0.03200000002,0.47101600000709004,Scale,24,0.6,3.0,10,9,
Continuous only,True,146.51250839233398,False,False,False,False,0,13.42777482072849,3.991726158325022e-05,0.036000000020000006,0.5268647177084524,Scale,24,0.6,3.0,10,9,
CP-SAT,True,6.895542144775391,False,False,False,False,0,14.132062957259894,3.906011469588223e-05,0.04000000002,0.4657089482168973,Scale,24,0.6,3.0,10,9,
VeriXApp,True,147.57728576660156,False,False,False,False,0,13.42777482072849,3.991726158325022e-05,0.036000000020000006,0.5268647177084524,Scale,24,0.6,3.0,10,9,
Uncoordinated,False,0.016450881958007812,False,False,False,False,0,14.536603119318652,3.632210329098865e-05,0.04000000002,0.5598052839757163,Scale,24,0.6,3.0,10,10,
Static priority,False,0.34737586975097656,False,False,False,False,0,14.965619896194646,3.501358471179928e-05,0.034000000020000004,0.5055965848680466,Scale,24,0.6,3.0,10,10,
Continuous only,True,58.17890167236328,False,False,False,False,0,12.717306917165526,4.2147288218429295e-05,0.036000000020000006,0.5226785057295463,Scale,24,0.6,3.0,10,10,
CP-SAT,True,8.114337921142578,False,False,False,False,0,13.849003820902317,3.7547827029635406e-05,0.036000000020000006,0.533509989367729,Scale,24,0.6,3.0,10,10,
VeriXApp,True,57.15370178222656,False,False,False,False,0,12.717306917165526,4.2147288218429295e-05,0.036000000020000006,0.5226785057295463,Scale,24,0.6,3.0,10,10,
Uncoordinated,False,0.015735626220703125,False,False,False,False,0,10.176151620284804,5.424447478746892e-05,0.04400000002,0.579080160120482,Scale,24,0.6,3.0,10,11,
Static priority,False,0.3757476806640625,False,False,False,False,0,8.97839113417953,6.148094817328797e-05,0.042000000020000004,0.5215105390610644,Scale,24,0.6,3.0,10,11,
Continuous only,True,122.1466064453125,False,False,False,False,0,8.310785040896857,6.30506020094887e-05,0.03800000002000001,0.636217632925078,Scale,24,0.6,3.0,10,11,
CP-SAT,True,9.186267852783203,False,False,False,False,0,10.152867059374566,5.5550811086335975e-05,0.042000000020000004,0.6547720941039304,Scale,24,0.6,3.0,10,11,
VeriXApp,True,122.99013137817383,False,False,False,False,0,8.310785040896857,6.30506020094887e-05,0.03800000002000001,0.636217632925078,Scale,24,0.6,3.0,10,11,
Uncoordinated,False,0.016689300537109375,False,False,False,False,0,13.389096182656328,3.9435074092898745e-05,0.04800000002,0.3730006508416947,Scale,24,0.6,3.0,10,12,
Static priority,False,0.44989585876464844,False,False,False,False,0,13.906277401914043,3.8256104392594396e-05,0.04000000002,0.38196604190020217,Scale,24,0.6,3.0,10,12,
Continuous only,False,78.07540893554688,True,False,False,False,0,12.125032686688,4.38761703780048e-05,0.042000000020000004,0.32409796001553925,Scale,24,0.6,3.0,10,12,
CP-SAT,True,8.15129280090332,False,False,False,False,0,12.181866997580833,4.36714667879438e-05,0.04400000002,0.33459267567614415,Scale,24,0.6,3.0,10,12,
VeriXApp,True,80.91998100280762,True,True,True,False,2,12.194019978940787,4.3299912654880184e-05,0.042000000020000004,0.3262062376145993,Scale,24,0.6,3.0,10,12,
Uncoordinated,False,0.019073486328125,False,False,False,False,0,12.974384514257588,4.100387185344967e-05,0.03800000002000001,0.4177042201962331,Scale,24,0.6,3.0,10,13,
Static priority,False,0.4343986511230469,False,False,False,False,0,13.15463126686732,3.983387974696054e-05,0.03200000002,0.43213141644756153,Scale,24,0.6,3.0,10,13,
Continuous only,True,110.85152626037598,False,False,False,False,0,13.89388914415383,4.174497104319047e-05,0.04000000002,0.4682333187222394,Scale,24,0.6,3.0,10,13,
CP-SAT,True,7.889270782470703,False,False,False,False,0,14.873618101237252,3.8188421682868895e-05,0.036000000020000006,0.49463746946294085,Scale,24,0.6,3.0,10,13,
VeriXApp,True,111.05561256408691,False,False,False,False,0,13.89388914415383,4.174497104319047e-05,0.04000000002,0.4682333187222394,Scale,24,0.6,3.0,10,13,
Uncoordinated,False,0.019550323486328125,False,False,False,False,0,8.13075072818094,6.592257196401803e-05,0.036000000020000006,0.332011788154136,Scale,24,0.6,3.0,10,14,
Static priority,False,0.5712509155273438,False,False,False,False,0,8.743686286571583,6.496115955947843e-05,0.04000000002,0.4191610052187932,Scale,24,0.6,3.0,10,14,
Continuous only,True,137.07900047302246,False,False,False,False,0,7.082244518577823,7.342305093194108e-05,0.042000000020000004,0.39981307720413745,Scale,24,0.6,3.0,10,14,
CP-SAT,True,8.498668670654297,False,False,False,False,0,9.627201380928557,5.5675577853997486e-05,0.036000000020000006,0.4737314454947982,Scale,24,0.6,3.0,10,14,
VeriXApp,True,125.09012222290039,False,False,False,False,0,7.082244518577823,7.342305093194108e-05,0.042000000020000004,0.39981307720413745,Scale,24,0.6,3.0,10,14,
Uncoordinated,False,0.015974044799804688,False,False,False,False,0,11.149695526600237,4.699679903813284e-05,0.03200000002,0.47600189299111934,Scale,24,0.6,3.0,10,15,
Static priority,False,0.29587745666503906,False,False,False,False,0,11.70218554918024,4.580340977737683e-05,0.03200000002,0.5141209170949553,Scale,24,0.6,3.0,10,15,
Continuous only,True,72.22342491149902,False,False,False,False,0,10.070400268252923,5.004766310916826e-05,0.042000000020000004,0.41785114064638235,Scale,24,0.6,3.0,10,15,
CP-SAT,True,6.6051483154296875,False,False,False,False,0,10.481802282559029,4.9228175278462104e-05,0.034000000020000004,0.4566608384280264,Scale,24,0.6,3.0,10,15,
VeriXApp,True,73.39191436767578,False,False,False,False,0,10.070400268252923,5.004766310916826e-05,0.042000000020000004,0.41785114064638235,Scale,24,0.6,3.0,10,15,
Uncoordinated,False,0.016450881958007812,False,False,False,False,0,11.161239317991631,4.874010712440203e-05,0.04400000002,0.3481605354933673,Scale,24,0.6,3.0,10,16,
Static priority,False,0.43845176696777344,False,False,False,False,0,9.220545341263811,6.030012102557396e-05,0.042000000020000004,0.2991509910110564,Scale,24,0.6,3.0,10,16,
Continuous only,True,169.92568969726562,False,False,False,False,0,10.095596476673492,5.507351658563937e-05,0.03200000002,0.3572984888833574,Scale,24,0.6,3.0,10,16,
CP-SAT,True,7.524013519287109,False,False,False,False,0,9.197451253609154,6.132133614501973e-05,0.03800000002000001,0.2899474853025162,Scale,24,0.6,3.0,10,16,
VeriXApp,True,169.95477676391602,False,False,False,False,0,10.095596476673492,5.507351658563937e-05,0.03200000002,0.3572984888833574,Scale,24,0.6,3.0,10,16,
Uncoordinated,False,0.016450881958007812,False,False,False,False,0,14.744204245928186,3.689585351140486e-05,0.03800000002000001,0.4965919399880329,Scale,24,0.6,3.0,10,17,
Static priority,False,0.24628639221191406,False,False,False,False,0,11.778185357916408,4.4828637345660235e-05,0.04000000002,0.41273698559182764,Scale,24,0.6,3.0,10,17,
Continuous only,True,53.38644981384277,False,False,False,False,0,12.845256934622677,4.297306023612168e-05,0.034000000020000004,0.4440168056170555,Scale,24,0.6,3.0,10,17,
CP-SAT,True,9.298563003540039,False,False,False,False,0,14.013077470809533,4.053356596245141e-05,0.034000000020000004,0.46186215582965673,Scale,24,0.6,3.0,10,17,
VeriXApp,True,53.36713790893555,False,False,False,False,0,12.845256934622677,4.297306023612168e-05,0.034000000020000004,0.4440168056170555,Scale,24,0.6,3.0,10,17,
Uncoordinated,False,0.017404556274414062,False,False,False,False,0,13.753658857820408,3.897144792821638e-05,0.034000000020000004,0.5319174008758122,Scale,24,0.6,3.0,10,18,
Static priority,False,0.6306171417236328,False,False,False,False,0,13.755277697742045,3.7803671538042375e-05,0.036000000020000006,0.5039424517094091,Scale,24,0.6,3.0,10,18,
Continuous only,True,94.4671630859375,False,False,False,False,0,11.237647159985986,4.876465617743095e-05,0.034000000020000004,0.5427976208841726,Scale,24,0.6,3.0,10,18,
CP-SAT,True,8.656740188598633,False,False,False,False,0,13.375178911277505,3.8877984619820925e-05,0.03800000002000001,0.5100226585212879,Scale,24,0.6,3.0,10,18,
VeriXApp,True,94.27595138549805,False,False,False,False,0,11.237647159985986,4.876465617743095e-05,0.034000000020000004,0.5427976208841726,Scale,24,0.6,3.0,10,18,
Uncoordinated,False,0.015735626220703125,False,False,False,False,0,11.114130509521518,5.182591652190323e-05,0.042000000020000004,0.5408463479337403,Scale,24,0.6,3.0,10,19,
Static priority,False,0.4966259002685547,False,False,False,False,0,12.259203571523722,4.404853845924693e-05,0.04600000002,0.5785368934158177,Scale,24,0.6,3.0,10,19,
Continuous only,True,85.50834655761719,False,False,False,False,0,11.540181145966471,4.402010623356258e-05,0.034000000020000004,0.6252566678599829,Scale,24,0.6,3.0,10,19,
CP-SAT,True,5.95545768737793,False,False,False,False,0,12.889727773264577,4.220414965848587e-05,0.03800000002000001,0.6408532577826322,Scale,24,0.6,3.0,10,19,
VeriXApp,True,86.66610717773438,False,False,False,False,0,11.540181145966471,4.402010623356258e-05,0.034000000020000004,0.6252566678599829,Scale,24,0.6,3.0,10,19,
Uncoordinated,False,0.020742416381835938,False,False,False,False,0,11.609549236955731,4.754706567270187e-05,0.042000000020000004,0.3957867176783444,Scale,32,0.6,3.0,10,0,
Static priority,False,0.8392333984375,False,False,False,False,0,11.670907827812309,4.69543593424747e-05,0.03800000002000001,0.4129156004558645,Scale,32,0.6,3.0,10,0,
Continuous only,True,158.28633308410645,False,False,False,False,0,10.909775886371758,4.949689211073122e-05,0.036000000020000006,0.4445004182306701,Scale,32,0.6,3.0,10,0,
CP-SAT,True,10.588407516479492,False,False,False,False,0,11.819006447987036,4.771974721242818e-05,0.038000000019999994,0.4552417149981164,Scale,32,0.6,3.0,10,0,
VeriXApp,True,167.8483486175537,False,False,False,False,0,10.909775886371758,4.949689211073122e-05,0.036000000020000006,0.4445004182306701,Scale,32,0.6,3.0,10,0,
Uncoordinated,False,0.05340576171875,False,False,False,False,0,6.951486612051293,7.82566421198174e-05,0.042000000020000004,0.3880850685561402,Scale,32,0.6,3.0,10,1,
Static priority,False,0.6835460662841797,False,False,False,False,0,5.977920094428854,8.832503473776299e-05,0.03800000002000001,0.36606730003826027,Scale,32,0.6,3.0,10,1,
Continuous only,True,254.90689277648926,False,False,False,False,0,4.694802719760576,0.00011416880154387719,0.042000000020000004,0.35473809289138175,Scale,32,0.6,3.0,10,1,
CP-SAT,True,6.696939468383789,False,False,False,False,0,5.917613804693619,9.598463481166762e-05,0.034000000020000004,0.3778872652206685,Scale,32,0.6,3.0,10,1,
VeriXApp,True,246.7331886291504,False,False,False,False,0,4.694802719760576,0.00011416880154387719,0.042000000020000004,0.35473809289138175,Scale,32,0.6,3.0,10,1,
Uncoordinated,False,0.020503997802734375,False,False,False,False,0,11.245629502037469,5.2286979567792705e-05,0.03800000002000001,0.5096003271987579,Scale,32,0.6,3.0,10,2,
Static priority,False,0.9479522705078125,False,False,False,False,0,9.37813045821467,6.013991834651547e-05,0.03800000002000001,0.4536226838203387,Scale,32,0.6,3.0,10,2,
Continuous only,True,125.22745132446289,False,False,False,False,0,10.471541982630242,4.813044734347761e-05,0.03200000002,0.4477844160337791,Scale,32,0.6,3.0,10,2,
CP-SAT,True,11.922121047973633,False,False,False,False,0,11.245340003535462,4.908699957728755e-05,0.04400000002,0.5179166297046799,Scale,32,0.6,3.0,10,2,
VeriXApp,True,124.55511093139648,False,False,False,False,0,10.471541982630242,4.813044734347761e-05,0.03200000002,0.4477844160337791,Scale,32,0.6,3.0,10,2,
Uncoordinated,False,0.02193450927734375,False,False,False,False,0,12.107472890609388,4.559167755214498e-05,0.03200000002,0.5849027688155507,Scale,32,0.6,3.0,10,3,
Static priority,False,0.6868839263916016,False,False,False,False,0,13.209437397912048,4.118267747617983e-05,0.03400000002,0.6107034626145974,Scale,32,0.6,3.0,10,3,
Continuous only,True,102.35023498535156,False,False,False,False,0,11.767372030341983,4.2490370722601266e-05,0.034000000020000004,0.5723339005121624,Scale,32,0.6,3.0,10,3,
CP-SAT,True,7.2174072265625,False,False,False,False,0,13.360769475827253,4.041683384905233e-05,0.03200000002,0.612003106022047,Scale,32,0.6,3.0,10,3,
VeriXApp,True,101.3784408569336,False,False,False,False,0,11.767372030341983,4.2490370722601266e-05,0.034000000020000004,0.5723339005121624,Scale,32,0.6,3.0,10,3,
Uncoordinated,False,0.0209808349609375,False,False,False,False,0,12.239639412644927,4.575298185839175e-05,0.034000000020000004,0.47892496031786486,Scale,32,0.6,3.0,10,4,
Static priority,False,0.6303787231445312,False,False,False,False,0,11.208211391627517,4.8892725239760694e-05,0.042000000020000004,0.47942318108310733,Scale,32,0.6,3.0,10,4,
Continuous only,False,124.16362762451172,True,False,False,False,0,9.7716724711549,5.6080471548514014e-05,0.042000000020000004,0.4265236752459939,Scale,32,0.6,3.0,10,4,
CP-SAT,True,9.054899215698242,False,False,False,False,0,11.38479873819009,4.8837051298492316e-05,0.03800000002000001,0.44369530663100015,Scale,32,0.6,3.0,10,4,
VeriXApp,True,123.62122535705566,True,True,True,False,2,10.377042776746888,5.3579811894569556e-05,0.036000000020000006,0.4568384381829886,Scale,32,0.6,3.0,10,4,
Uncoordinated,False,0.022649765014648438,False,False,False,False,0,9.48421995066889,5.862369313364429e-05,0.04000000002,0.48406158320036563,Scale,32,0.6,3.0,10,5,
Static priority,False,0.6518363952636719,False,False,False,False,0,11.449255171836318,4.681527243086436e-05,0.03000000002,0.556575070160631,Scale,32,0.6,3.0,10,5,
Continuous only,False,80.10029792785645,True,False,False,False,0,8.004353104330312,6.74632906571629e-05,0.04400000002,0.4928470065067917,Scale,32,0.6,3.0,10,5,
CP-SAT,True,7.41267204284668,False,False,False,False,0,10.306639269196717,5.3557710285810944e-05,0.03200000002,0.5416098895921048,Scale,32,0.6,3.0,10,5,
VeriXApp,True,82.93485641479492,True,True,True,False,2,8.038688825373178,6.717513412082246e-05,0.04000000002,0.49922869622902694,Scale,32,0.6,3.0,10,5,
Uncoordinated,False,0.020503997802734375,False,False,False,False,0,12.706257260583094,4.3128357057588185e-05,0.038000000019999994,0.4744126851359463,Scale,32,0.6,3.0,10,6,
Static priority,False,0.9813308715820312,False,False,False,False,0,12.729595321818554,4.3363515182126084e-05,0.034000000020000004,0.48044185949571716,Scale,32,0.6,3.0,10,6,
Continuous only,True,106.0340404510498,False,False,False,False,0,13.093814257156573,4.337926205800217e-05,0.034000000020000004,0.47335981996341253,Scale,32,0.6,3.0,10,6,
