Method,Feasible,Latency_ms,Stall,RepairAttempted,Repaired,RepairTimeout,CoreSize,Throughput,Energy,HOF,Fairness,Scenario,Load,Mobility,Cells,Seed,AblationConfig,Size
VeriXApp,True,54.31890487670898,False,False,False,False,0,10.171984105259927,5.190727733510431e-05,0.03600000002,0.4735185637186653,AblationCfg,0.6,3.0,10,24,Repair radius h=1,
VeriXApp,True,54.05735969543457,False,False,False,False,0,10.171984105259927,5.190727733510431e-05,0.03600000002,0.4735185637186653,AblationCfg,0.6,3.0,10,24,Repair radius h=2,
Uncoordinated,False,0.0092983245849609,False,False,False,False,0,13.626524064995012,4.403177194258451e-05,0.03200000002,0.414750297359821,Scale,0.6,3.0,10,0,,8.0
Static priority,True,0.1153945922851562,False,False,False,False,0,13.87674874549075,4.208478590417448e-05,0.02800000002,0.4254164036810784,Scale,0.6,3.0,10,0,,8.0
Continuous only,True,18.91303062438965,False,False,False,False,0,13.177761936337172,4.249583523404088e-05,0.02400000002,0.405271772482191,Scale,0.6,3.0,10,0,,8.0
CP-SAT,True,8.481264114379883,False,False,False,False,0,13.334583226445668,4.199606320573905e-05,0.03200000002,0.4027541891111659,Scale,0.6,3.0,10,0,,8.0
VeriXApp,True,18.848657608032227,False,False,False,False,0,13.177761936337172,4.249583523404088e-05,0.02400000002,0.405271772482191,Scale,0.6,3.0,10,0,,8.0
Uncoordinated,False,0.0069141387939453,False,False,False,False,0,7.806507020661623,7.378460026686589e-05,0.03200000002,0.2932611447597458,Scale,0.6,3.0,10,1,,8.0
Static priority,True,0.1075267791748046,False,False,False,False,0,7.71810124350739,7.566627873549491e-05,0.03200000002,0.2910962825692215,Scale,0.6,3.0,10,1,,8.0
Continuous only,True,17.678260803222656,False,False,False,False,0,7.71810124350739,7.566627873549491e-05,0.03200000002,0.2910962825692215,Scale,0.6,3.0,10,1,,8.0
CP-SAT,True,5.638360977172852,False,False,False,False,0,7.71810124350739,7.566627873549491e-05,0.03200000002,0.2910962825692215,Scale,0.6,3.0,10,1,,8.0
VeriXApp,True,17.517805099487305,False,False,False,False,0,7.71810124350739,7.566627873549491e-05,0.03200000002,0.2910962825692215,Scale,0.6,3.0,10,1,,8.0
Uncoordinated,False,0.0133514404296875,False,False,False,False,0,11.798442800975506,4.882000190333387e-05,0.02800000002,0.5654184822700905,Scale,0.6,3.0,10,2,,8.0
Static priority,False,0.0834465026855468,False,False,False,False,0,12.28194705620857,4.754946404892584e-05,0.02800000002,0.5472333277818329,Scale,0.6,3.0,10,2,,8.0
Continuous only,True,31.091928482055664,False,False,False,False,0,11.134243276553034,5.029529049174558e-05,0.03200000002,0.5081536038032213,Scale,0.6,3.0,10,2,,8.0
CP-SAT,True,5.456447601318359,False,False,False,False,0,11.164009521871158,5.159436660024085e-05,0.03200000002,0.5159231808038389,Scale,0.6,3.0,10,2,,8.0
VeriXApp,True,29.56271171569824,False,False,False,False,0,11.134243276553034,5.029529049174558e-05,0.03200000002,0.5081536038032213,Scale,0.6,3.0,10,2,,8.0
Uncoordinated,False,0.0073909759521484,False,False,False,False,0,16.068766790173303,3.634379710813524e-05,0.02400000002,0.6308484816266332,Scale,0.6,3.0,10,3,,8.0
Static priority,False,0.0958442687988281,False,False,False,False,0,16.165376159943346,3.513682542120261e-05,0.02800000002,0.6238247623538409,Scale,0.6,3.0,10,3,,8.0
Continuous only,False,15.9759521484375,True,False,False,False,0,15.153510564804003,3.6427202636601694e-05,0.03200000002,0.5445864290944137,Scale,0.6,3.0,10,3,,8.0
CP-SAT,True,3.789663314819336,False,False,False,False,0,16.31437427984443,3.481592307844345e-05,0.02400000002,0.6378379539266242,Scale,0.6,3.0,10,3,,8.0
VeriXApp,True,20.2786922454834,True,True,True,False,4,16.52265165604553,3.3408681093753305e-05,0.02800000002,0.6204798636766979,Scale,0.6,3.0,10,3,,8.0
Uncoordinated,True,0.0083446502685546,False,False,False,False,0,13.597941011549672,4.23593542221402e-05,0.02800000002,0.5126325097700316,Scale,0.6,3.0,10,4,,8.0
Static priority,True,0.09918212890625,False,False,False,False,0,13.597941011549672,4.23593542221402e-05,0.02800000002,0.5126325097700316,Scale,0.6,3.0,10,4,,8.0
Continuous only,False,22.76444435119629,True,False,False,False,0,12.293246295588288,4.490270403173309e-05,0.02800000002,0.5074194571438072,Scale,0.6,3.0,10,4,,8.0
CP-SAT,True,4.392623901367188,False,False,False,False,0,13.597941011549672,4.23593542221402e-05,0.02800000002,0.5126325097700316,Scale,0.6,3.0,10,4,,8.0
VeriXApp,True,26.311397552490234,True,True,True,False,2,12.293246295588288,4.490270403173309e-05,0.02800000002,0.5074194571438072,Scale,0.6,3.0,10,4,,8.0
Uncoordinated,False,0.0100135803222656,False,False,False,False,0,10.969920474562556,5.177795056191143e-05,0.02800000002,0.507774392620817,Scale,0.6,3.0,10,5,,8.0
Static priority,False,0.1091957092285156,False,False,False,False,0,11.15700388340837,5.0909725042282665e-05,0.02800000002,0.5296138511218657,Scale,0.6,3.0,10,5,,8.0
Continuous only,False,20.603656768798828,True,False,False,False,0,10.340164734656671,5.415774452055613e-05,0.03200000002,0.4737533975387815,Scale,0.6,3.0,10,5,,8.0
CP-SAT,True,4.500865936279297,False,False,False,False,0,11.314363292551867,5.020167598594865e-05,0.02400000002,0.5380558086705545,Scale,0.6,3.0,10,5,,8.0
VeriXApp,True,24.62029457092285,True,True,True,False,2,10.815994260259444,5.177517540459265e-05,0.02800000002,0.5006389421321781,Scale,0.6,3.0,10,5,,8.0
Uncoordinated,False,0.0073909759521484,False,False,False,False,0,14.307179880118202,4.081866621468487e-05,0.02400000002,0.5078123983524918,Scale,0.6,3.0,10,6,,8.0
Static priority,False,0.1351833343505859,False,False,False,False,0,14.227874767219582,4.1046186416084514e-05,0.02400000002,0.5029099308418046,Scale,0.6,3.0,10,6,,8.0
Continuous only,False,53.42364311218262,True,False,False,False,0,14.297748341068257,4.084559233166405e-05,0.03200000002,0.5009975978468842,Scale,0.6,3.0,10,6,,8.0
CP-SAT,True,4.314184188842773,False,False,False,False,0,14.923388712414717,3.913320300463476e-05,0.02800000002,0.5323721486631117,Scale,0.6,3.0,10,6,,8.0
VeriXApp,True,55.289506912231445,True,True,True,False,2,14.56929777288421,4.008429294972042e-05,0.02800000002,0.5164826424713472,Scale,0.6,3.0,10,6,,8.0
Uncoordinated,False,0.0071525573730468,False,False,False,False,0,15.0107137244859,3.943849778670503e-05,0.03200000002,0.4479833893263249,Scale,0.6,3.0,10,7,,8.0
Static priority,False,0.0777244567871093,False,False,False,False,0,14.335306866066071,4.073857681989494e-05,0.03200000002,0.4777840423940818,Scale,0.6,3.0,10,7,,8.0
Continuous only,True,17.31562614440918,False,False,False,False,0,14.470190023864212,4.035883419891986e-05,0.03200000002,0.4806350887041796,Scale,0.6,3.0,10,7,,8.0
CP-SAT,True,3.815174102783203,False,False,False,False,0,15.869046033056412,3.73053300599683e-05,0.02800000002,0.4915376490141614,Scale,0.6,3.0,10,7,,8.0
VeriXApp,True,17.317533493041992,False,False,False,False,0,14.470190023864212,4.035883419891986e-05,0.03200000002,0.4806350887041796,Scale,0.6,3.0,10,7,,8.0
Uncoordinated,False,0.0073909759521484,False,False,False,False,0,13.037860627792709,4.540622245478205e-05,0.03200000002,0.3710332014149283,Scale,0.6,3.0,10,8,,8.0
Static priority,False,0.1060962677001953,False,False,False,False,0,12.592385038412944,4.70125395780156e-05,0.02800000002,0.3696902711542134,Scale,0.6,3.0,10,8,,8.0
Continuous only,True,15.328645706176758,False,False,False,False,0,12.838346018941046,4.361932597655527e-05,0.02800000002,0.3877410054069046,Scale,0.6,3.0,10,8,,8.0
CP-SAT,True,5.095005035400391,False,False,False,False,0,13.57462783222615,4.18427677738294e-05,0.02400000002,0.4124269702094728,Scale,0.6,3.0,10,8,,8.0
VeriXApp,True,15.452146530151367,False,False,False,False,0,12.838346018941046,4.361932597655527e-05,0.02800000002,0.3877410054069046,Scale,0.6,3.0,10,8,,8.0
Uncoordinated,False,0.0073909759521484,False,False,False,False,0,15.757104478321557,3.807806191965492e-05,0.03200000002,0.5183465214905207,Scale,0.6,3.0,10,9,,8.0
Static priority,False,0.082254409790039,False,False,False,False,0,14.577000014347036,4.116073262052998e-05,0.03200000002,0.5462211809517707,Scale,0.6,3.0,10,9,,8.0
Continuous only,True,30.979394912719727,False,False,False,False,0,16.450300755268078,3.404193080303802e-05,0.02800000002,0.5642554166341722,Scale,0.6,3.0,10,9,,8.0
CP-SAT,True,5.109786987304688,False,False,False,False,0,14.597076219890477,4.1104121877668864e-05,0.03200000002,0.5017340906512259,Scale,0.6,3.0,10,9,,8.0
VeriXApp,True,31.414031982421875,False,False,False,False,0,16.450300755268078,3.404193080303802e-05,0.02800000002,0.5642554166341722,Scale,0.6,3.0,10,9,,8.0
Uncoordinated,False,0.0078678131103515,False,False,False,False,0,15.668493947531342,3.625109100479255e-05,0.03200000002,0.558699041207427,Scale,0.6,3.0,10,10,,8.0
Static priority,False,0.0958442687988281,False,False,False,False,0,15.696236755942614,3.5677341563287986e-05,0.03200000002,0.5568246762746553,Scale,0.6,3.0,10,10,,8.0
Continuous only,False,25.78210830688477,True,False,False,False,0,16.086378186994775,3.431474714714037e-05,0.02800000002,0.5730186651386064,Scale,0.6,3.0,10,10,,8.0
CP-SAT,True,3.5097599029541016,False,False,False,False,0,15.604064125592522,3.6400773249092994e-05,0.02800000002,0.5514337574639924,Scale,0.6,3.0,10,10,,8.0
VeriXApp,True,29.48760986328125,True,True,True,False,2,16.043594484525737,3.4406254816052064e-05,0.02800000002,0.5680510565413688,Scale,0.6,3.0,10,10,,8.0
Uncoordinated,False,0.0073909759521484,False,False,False,False,0,10.191666042308212,5.887163075293545e-05,0.02800000002,0.6066332514882486,Scale,0.6,3.0,10,11,,8.0
Static priority,False,0.0629425048828125,False,False,False,False,0,12.014552509468222,4.8607719641640526e-05,0.02400000002,0.6524431063606192,Scale,0.6,3.0,10,11,,8.0
Continuous only,False,21.732807159423828,True,False,False,False,0,10.279593271509857,5.603334536556014e-05,0.02800000002,0.5849440035495619,Scale,0.6,3.0,10,11,,8.0
CP-SAT,True,4.368066787719727,False,False,False,False,0,11.529088881853696,4.857278885944027e-05,0.02800000002,0.6348745786696918,Scale,0.6,3.0,10,11,,8.0
VeriXApp,True,24.573564529418945,True,True,True,False,4,11.470445975283528,4.882111830757808e-05,0.02400000002,0.6458797748169323,Scale,0.6,3.0,10,11,,8.0
Uncoordinated,False,0.00762939453125,False,False,False,False,0,15.852685900046335,3.5829890504443783e-05,0.03200000002,0.4313002651642173,Scale,0.6,3.0,10,12,,8.0
Static priority,True,0.1075267791748046,False,False,False,False,0,16.404460065131367,3.462472996641425e-05,0.03200000002,0.442885596653629,Scale,0.6,3.0,10,12,,8.0
Continuous only,False,28.835058212280277,True,False,False,False,0,16.67224327450871,3.310892187159896e-05,0.02800000002,0.4518413938318465,Scale,0.6,3.0,10,12,,8.0
CP-SAT,True,4.932403564453125,False,False,False,False,0,16.404460065131367,3.462472996641425e-05,0.03200000002,0.442885596653629,Scale,0.6,3.0,10,12,,8.0
VeriXApp,True,34.2717170715332,True,True,True,False,7,16.404460065131367,3.462472996641425e-05,0.03200000002,0.442885596653629,Scale,0.6,3.0,10,12,,8.0
Uncoordinated,False,0.0073909759521484,False,False,False,False,0,15.022699473245854,3.834197715435943e-05,0.02800000002,0.4974105808310423,Scale,0.6,3.0,10,13,,8.0
Static priority,False,0.0798702239990234,False,False,False,False,0,14.298105058179958,4.1963602698298784e-05,0.03200000002,0.4769276520544392,Scale,0.6,3.0,10,13,,8.0
Continuous only,True,19.535541534423828,False,False,False,False,0,14.743685591011838,3.852496694220533e-05,0.02800000002,0.4960513267601332,Scale,0.6,3.0,10,13,,8.0
CP-SAT,True,3.455638885498047,False,False,False,False,0,15.050159124337563,3.774046475571737e-05,0.02800000002,0.5112502752087605,Scale,0.6,3.0,10,13,,8.0
VeriXApp,True,18.95403861999512,False,False,False,False,0,14.743685591011838,3.852496694220533e-05,0.02800000002,0.4960513267601332,Scale,0.6,3.0,10,13,,8.0
Uncoordinated,False,0.00762939453125,False,False,False,False,0,11.458480493289606,5.09666181604102e-05,0.02800000002,0.4641090505913924,Scale,0.6,3.0,10,14,,8.0
Static priority,False,0.0920295715332031,False,False,False,False,0,11.92531971758977,4.897143337285991e-05,0.02800000002,0.4867212699627807,Scale,0.6,3.0,10,14,,8.0
Continuous only,True,19.826889038085938,False,False,False,False,0,10.94228607522623,5.26398227975493e-05,0.03200000002,0.5024551257943529,Scale,0.6,3.0,10,14,,8.0
CP-SAT,True,4.349470138549805,False,False,False,False,0,11.6331938300778,4.951348773289956e-05,0.02800000002,0.50843978400301,Scale,0.6,3.0,10,14,,8.0
VeriXApp,True,19.919872283935547,False,False,False,False,0,10.94228607522623,5.26398227975493e-05,0.03200000002,0.5024551257943529,Scale,0.6,3.0,10,14,,8.0
Uncoordinated,False,0.0073909759521484,False,False,False,False,0,13.156617994969997,4.256413009894319e-05,0.02400000002,0.509993431956178,Scale,0.6,3.0,10,15,,8.0
Static priority,True,0.1244544982910156,False,False,False,False,0,13.389094531020774,4.3020086135435344e-05,0.02400000002,0.536501788717805,Scale,0.6,3.0,10,15,,8.0
Continuous only,True,18.79668235778809,False,False,False,False,0,13.064975181265789,4.592431226814391e-05,0.02800000002,0.5357523244394821,Scale,0.6,3.0,10,15,,8.0
CP-SAT,True,2.61688232421875,False,False,False,False,0,13.389094531020774,4.3020086135435344e-05,0.02400000002,0.536501788717805,Scale,0.6,3.0,10,15,,8.0
VeriXApp,True,18.529415130615234,False,False,False,False,0,13.064975181265789,4.592431226814391e-05,0.02800000002,0.5357523244394821,Scale,0.6,3.0,10,15,,8.0
Uncoordinated,False,0.009775161743164,False,False,False,False,0,12.478796355039224,4.615829793290905e-05,0.02800000002,0.4321977398153946,Scale,0.6,3.0,10,16,,8.0
Static priority,True,0.1099109649658203,False,False,False,False,0,11.912837002726398,4.633656952358771e-05,0.02800000002,0.4506544088611557,Scale,0.6,3.0,10,16,,8.0
Continuous only,True,32.10616111755371,False,False,False,False,0,12.245814315261075,4.899633332282878e-05,0.03200000002,0.4345332657377281,Scale,0.6,3.0,10,16,,8.0
CP-SAT,True,3.8747787475585938,False,False,False,False,0,12.487605022604042,4.612573819858747e-05,0.02800000002,0.4321426071256876,Scale,0.6,3.0,10,16,,8.0
VeriXApp,True,32.408714294433594,False,False,False,False,0,12.245814315261075,4.899633332282878e-05,0.03200000002,0.4345332657377281,Scale,0.6,3.0,10,16,,8.0
Uncoordinated,False,0.009775161743164,False,False,False,False,0,16.021967200607254,3.694927049766788e-05,0.02800000002,0.5653528740038168,Scale,0.6,3.0,10,17,,8.0
Static priority,False,0.0984668731689453,False,False,False,False,0,15.452056939326178,3.83120514197261e-05,0.02800000002,0.5407516958212253,Scale,0.6,3.0,10,17,,8.0
Continuous only,True,17.033100128173828,False,False,False,False,0,15.973417845723963,3.605990937964435e-05,0.03200000002,0.5679054307673526,Scale,0.6,3.0,10,17,,8.0
CP-SAT,True,4.042625427246094,False,False,False,False,0,15.179600120710427,3.794566361561324e-05,0.03200000002,0.5649959681693286,Scale,0.6,3.0,10,17,,8.0
VeriXApp,True,17.17066764831543,False,False,False,False,0,15.973417845723963,3.605990937964435e-05,0.03200000002,0.5679054307673526,Scale,0.6,3.0,10,17,,8.0
Uncoordinated,False,0.00762939453125,False,False,False,False,0,15.90198183407878,3.6221900264381e-05,0.02400000002,0.5759785938461357,Scale,0.6,3.0,10,18,,8.0
Static priority,False,0.1075267791748046,False,False,False,False,0,15.627726178290429,3.7369479944643226e-05,0.02800000002,0.5667067009412713,Scale,0.6,3.0,10,18,,8.0
Continuous only,True,27.81534194946289,False,False,False,False,0,13.517929129610245,4.2610076919127006e-05,0.02800000002,0.5204844277224717,Scale,0.6,3.0,10,18,,8.0
CP-SAT,True,3.894805908203125,False,False,False,False,0,13.965707639204458,4.0098218756060095e-05,0.02800000002,0.5352376422378073,Scale,0.6,3.0,10,18,,8.0
VeriXApp,True,27.9083251953125,False,False,False,False,0,13.517929129610245,4.2610076919127006e-05,0.02800000002,0.5204844277224717,Scale,0.6,3.0,10,18,,8.0
Uncoordinated,False,0.00762939453125,False,False,False,False,0,12.622467105860014,4.6900498534487165e-05,0.03200000002,0.6130354275499057,Scale,0.6,3.0,10,19,,8.0
Static priority,False,0.1063346862792968,False,False,False,False,0,11.689899634891244,4.722025143418911e-05,0.02800000002,0.5633216225130745,Scale,0.6,3.0,10,19,,8.0
Continuous only,True,11.012792587280272,False,False,False,False,0,13.336818448606214,4.378855438802437e-05,0.03200000002,0.6550748411629304,Scale,0.6,3.0,10,19,,8.0
CP-SAT,True,4.018306732177734,False,False,False,False,0,13.503732251342486,4.32473029774373e-05,0.02800000002,0.6674303048613366,Scale,0.6,3.0,10,19,,8.0
VeriXApp,True,11.077404022216797,False,False,False,False,0,13.336818448606214,4.378855438802437e-05,0.03200000002,0.6550748411629304,Scale,0.6,3.0,10,19,,8.0
Uncoordinated,False,0.0121593475341796,False,False,False,False,0,11.73497029722415,4.840233810684273e-05,0.04000000002,0.3971531447152909,Scale,0.6,3.0,10,0,,16.0
Static priority,False,0.3383159637451172,False,False,False,False,0,11.519376960288705,4.8613740303014186e-05,0.04000000002,0.3930061952957563,Scale,0.6,3.0,10,0,,16.0
Continuous only,True,103.26170921325684,False,False,False,False,0,11.883737408966049,4.7123222327135146e-05,0.03200000002,0.3794970774335429,Scale,0.6,3.0,10,0,,16.0
CP-SAT,True,6.517887115478516,False,False,False,False,0,12.031092219056728,4.52161773923009e-05,0.03200000002,0.4087365782568626,Scale,0.6,3.0,10,0,,16.0
VeriXApp,True,102.87642478942873,False,False,False,False,0,11.883737408966049,4.7123222327135146e-05,0.03200000002,0.3794970774335429,Scale,0.6,3.0,10,0,,16.0
Uncoordinated,False,0.0119209289550781,False,False,False,False,0,7.277678826473386,7.474910791901643e-05,0.04000000002,0.2752275673302797,Scale,0.6,3.0,10,1,,16.0
Static priority,False,0.3287792205810547,False,False,False,False,0,7.310948948355909,7.440894524675009e-05,0.04000000002,0.2777787654783137,Scale,0.6,3.0,10,1,,16.0
Continuous only,False,51.07712745666504,True,False,False,False,0,6.740169112723529,8.071014108133907e-05,0.04000000002,0.237686724457113,Scale,0.6,3.0,10,1,,16.0
CP-SAT,True,5.577802658081055,False,False,False,False,0,8.64214987690274,6.387299547711978e-05,0.04400000002,0.334570428576978,Scale,0.6,3.0,10,1,,16.0
VeriXApp,True,52.883148193359375,True,True,True,False,2,7.00679102006948,7.878071408422372e-05,0.04000000002,0.2489431600382744,Scale,0.6,3.0,10,1,,16.0
Uncoordinated,False,0.0121593475341796,False,False,False,False,0,11.132336905692444,5.174115775327159e-05,0.03600000002,0.5163671373502231,Scale,0.6,3.0,10,2,,16.0
Static priority,False,0.3833770751953125,False,False,False,False,0,11.262793765300252,5.114184029317921e-05,0.03600000002,0.5639820750886817,Scale,0.6,3.0,10,2,,16.0
Continuous only,True,36.44704818725586,False,False,False,False,0,11.207464269625095,4.9966699560910816e-05,0.02800000002,0.5598811945075391,Scale,0.6,3.0,10,2,,16.0
CP-SAT,True,3.912925720214844,False,False,False,False,0,11.36706258908636,4.926514617221005e-05,0.03200000002,0.5587115546365359,Scale,0.6,3.0,10,2,,16.0
